source_file,exception_count,rule,headword,word,tag,line_number,filename,context,text_type
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,whilom,whilom,adv,The Shipman's Tale 1,data/oxford_txts/ShipT_oxford.txt,¶A marchant whilom° dwelled at Seint Denis,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 13,data/oxford_txts/ShipT_oxford.txt,Al for his owne worship richely,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,nought,noght,adv,The Shipman's Tale 15,data/oxford_txts/ShipT_oxford.txt,"And if that he noght may,° paraventure°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,elles,elles,adv,The Shipman's Tale 16,data/oxford_txts/ShipT_oxford.txt,"Or elles, list° no swich° dispence° endure,°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thanne,than,adv,The Shipman's Tale 18,data/oxford_txts/ShipT_oxford.txt,Than moot another payen for our cost,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,al_dai,alday,adv,The Shipman's Tale 21,data/oxford_txts/ShipT_oxford.txt,For which he hadde alday° so greet repair°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 21,data/oxford_txts/ShipT_oxford.txt,For which he hadde alday° so greet repair°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 25,data/oxford_txts/ShipT_oxford.txt,"Ther was a monk, a fair man and a bold",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 28,data/oxford_txts/ShipT_oxford.txt,"This yonge monk, that was so fair of face",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 29,data/oxford_txts/ShipT_oxford.txt,Aqueinted was so with the goode man,OXFORD
ShipT_gui_complete.csv,162,RULE_14_LICH_NO_E,knouleche,knowelich,n,The Shipman's Tale 30,data/oxford_txts/ShipT_oxford.txt,Sith that hir° firste knowelich° bigan,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ek,eek,adv,The Shipman's Tale 34,data/oxford_txts/ShipT_oxford.txt,"And eek this monk, of which that I bigan",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ayen,again,adv,The Shipman's Tale 37,data/oxford_txts/ShipT_oxford.txt,"And he again, he seith nat ones nay",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ones,ones,adv,The Shipman's Tale 37,data/oxford_txts/ShipT_oxford.txt,"And he again, he seith nat ones nay",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 40,data/oxford_txts/ShipT_oxford.txt,Thus been they knit with eterne° alliaunce,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,also,also,adv,The Shipman's Tale 45,data/oxford_txts/ShipT_oxford.txt,"To doon plesaunce, and also greet costage.°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,nought,noght,adv,The Shipman's Tale 46,data/oxford_txts/ShipT_oxford.txt,He noght forgat to yeve° the leeste page°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 49,data/oxford_txts/ShipT_oxford.txt,"Whan that he cam, som manere° honest° thing;",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 51,data/oxford_txts/ShipT_oxford.txt,"As fowl is fain,° whan that the sonne upriseth.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 52,data/oxford_txts/ShipT_oxford.txt,"Na more of this as now, for it suffiseth.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 53,data/oxford_txts/ShipT_oxford.txt,"¶But so bifel,° this marchant on a day",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 57,data/oxford_txts/ShipT_oxford.txt,For which he hath to Paris sent anon,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,oute,out,adv,The Shipman's Tale 65,data/oxford_txts/ShipT_oxford.txt,"And eek an officer,° out for to ride",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 67,data/oxford_txts/ShipT_oxford.txt,And unto Seint Denis he comth anon.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 68,data/oxford_txts/ShipT_oxford.txt,Who was so welcome as my lord daun John,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ai,ay,adv,The Shipman's Tale 72,data/oxford_txts/ShipT_oxford.txt,"And volatil,° as ay was his usage.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 79,data/oxford_txts/ShipT_oxford.txt,"Of thilke yeer, how that it with him stood",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 80,data/oxford_txts/ShipT_oxford.txt,And how that he despended° hadde his good;°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,non,noon,adv1,The Shipman's Tale 81,data/oxford_txts/ShipT_oxford.txt,And if that he encressed were° or noon.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ek,eek,adv,The Shipman's Tale 86,data/oxford_txts/ShipT_oxford.txt,And eek he nold° that no man sholde him lette°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 88,data/oxford_txts/ShipT_oxford.txt,And thus he sit til it was passed prime.°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,also,also,adv,The Shipman's Tale 89,data/oxford_txts/ShipT_oxford.txt,¶Daun John was risen in the morwe° also,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,from,fro,adv,The Shipman's Tale 90,data/oxford_txts/ShipT_oxford.txt,And in the gardin walketh to and fro,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 93,data/oxford_txts/ShipT_oxford.txt,"Into the gardin, ther° he walketh softe,°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 99,data/oxford_txts/ShipT_oxford.txt,“What eileth° yow so rathe for to rise?”°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,inough,ynough,adv,The Shipman's Tale 100,data/oxford_txts/ShipT_oxford.txt,"¶“Nece,” quod he, “it oghte ynough suffise",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 105,data/oxford_txts/ShipT_oxford.txt,Were° al forstraught° with houndes grete and smale.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,whi,why,adv,The Shipman's Tale 106,data/oxford_txts/ShipT_oxford.txt,"But dere nece, why be ye so pale?",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 106,data/oxford_txts/ShipT_oxford.txt,"But dere nece, why be ye so pale?",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,certes,certes,adv,The Shipman's Tale 107,data/oxford_txts/ShipT_oxford.txt,I trowe° certes that our goode man,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,al,al,adv,The Shipman's Tale 111,data/oxford_txts/ShipT_oxford.txt,And of his owne thought he wax° al reed.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 113,data/oxford_txts/ShipT_oxford.txt,"And seide thus, “Ye, God wot° al,” quod she;",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 114,data/oxford_txts/ShipT_oxford.txt,"“Nay, cosin min, it stant° nat so with me.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 114,data/oxford_txts/ShipT_oxford.txt,"“Nay, cosin min, it stant° nat so with me.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ther,ther,adv,The Shipman's Tale 116,data/oxford_txts/ShipT_oxford.txt,In al the reawme° of France is ther no wif,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 120,data/oxford_txts/ShipT_oxford.txt,“Dar I nat tell how that it stant with me.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,hou,how,adv&conj,The Shipman's Tale 120,data/oxford_txts/ShipT_oxford.txt,“Dar I nat tell how that it stant with me.,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 123,data/oxford_txts/ShipT_oxford.txt,So ful am I of drede° and eek of care.”°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ther-fore,therfor,adv,The Shipman's Tale 129,data/oxford_txts/ShipT_oxford.txt,"Conseille° or helpe, and therfor telleth me",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ayen,again,adv,The Shipman's Tale 134,data/oxford_txts/ShipT_oxford.txt,"¶“The same again to yow,” quod she, “I seye;",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,never,never,adv,The Shipman's Tale 137,data/oxford_txts/ShipT_oxford.txt,"Ne shal I never, for to goon° to helle",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 139,data/oxford_txts/ShipT_oxford.txt,"Nat for° no cosinage° ne alliance,°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 141,data/oxford_txts/ShipT_oxford.txt,"Thus been they sworn, and heerupon° they kiste",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,her-upon,heerupon,adv,The Shipman's Tale 141,data/oxford_txts/ShipT_oxford.txt,"Thus been they sworn, and heerupon° they kiste",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thanne,than,adv,The Shipman's Tale 145,data/oxford_txts/ShipT_oxford.txt,Than wolde I telle a legende of my lif,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 151,data/oxford_txts/ShipT_oxford.txt,"I clepe° him so, by Seint Denis of Fraunce",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,adoun,adoun,adv,The Shipman's Tale 156,data/oxford_txts/ShipT_oxford.txt,"Telleth your grief, lest that he come adoun",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,an-on,anon,adv,The Shipman's Tale 157,data/oxford_txts/ShipT_oxford.txt,"And hasteth yow,° and gooth your wey anon.”",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ever,ever,adv,The Shipman's Tale 162,data/oxford_txts/ShipT_oxford.txt,"That ever was, sith that the world bigan.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 163,data/oxford_txts/ShipT_oxford.txt,"But sith I am a wif, it sit° nat me",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,abedde,abed,adv,The Shipman's Tale 165,data/oxford_txts/ShipT_oxford.txt,"Neither abed, ne in noon other place;",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 167,data/oxford_txts/ShipT_oxford.txt,A wif ne shal nat seyn of hir housbonde,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,thus,thus,adv,The Shipman's Tale 169,data/oxford_txts/ShipT_oxford.txt,Save unto yow thus muche I tellen shal;,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,yet,yet,adv,The Shipman's Tale 172,data/oxford_txts/ShipT_oxford.txt,But yet me greveth° most his nigardie;°,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,ther-to,therto,adv,The Shipman's Tale 176,data/oxford_txts/ShipT_oxford.txt,"Hardy,° and wise, and riche, and therto° free,°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,nedes,nedes,adv,The Shipman's Tale 180,data/oxford_txts/ShipT_oxford.txt,"A° Sonday next, I moste nedes° paye",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,yet,yet,adv,The Shipman's Tale 182,data/oxford_txts/ShipT_oxford.txt,Yet were me lever° that I were unborn,OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,elles,elles,adv,The Shipman's Tale 186,data/oxford_txts/ShipT_oxford.txt,"Leen° me this somme, or elles moot I deye.",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,not,nat,adv,The Shipman's Tale 188,data/oxford_txts/ShipT_oxford.txt,"Pardee,° I wol nat faille yow° my thankes",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,nou,now,adv,The Shipman's Tale 196,data/oxford_txts/ShipT_oxford.txt,"“Now, trewely, min owne lady dere",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,so,so,adv,The Shipman's Tale 197,data/oxford_txts/ShipT_oxford.txt,"I have,” quod he, “on yow so greet a routhe,°",OXFORD
ShipT_gui_complete.csv,162,RULE_13_ADV_NO_E,whan,whan,adv&conj,The Shipman's Tale 199,data/oxford_txts/ShipT_oxford.txt,That whan your housbonde is to Flaundres fare,OXFORD
