FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/03/62-gow.cat,62-gow973,"Sone after the destruccioun,",Sone after the destruccioun,8,ux Su S uSuS,sone@adv after@prep the@def_art destruccioun@n
gow/03/62-gow.cat,62-gow974,Whan Troie was al bete doun,Whan Troie was al bete doun,8,u Su S u Su S,whan@adv&conj troie@n1#propn ben@v%pt_3 al@adv beten@v1%inf doun@adv
gow/03/62-gow.cat,62-gow975,"And slain was Priamus the king,",And slain was Priamus the king,8,u S u SuS u S,and@conj slen@v%ppl ben@v%pt_3 priam@n#propn the@def_art king@n
gow/03/62-gow.cat,62-gow976,"The Gregois, whiche of al this thing",The Gregois whiche of al this thing,8,u Su Sx u S u S,the@def_art gregeis@n%pl which@pron of@prep al@gram_adj this@gram_adj thing@n
gow/03/62-gow.cat,62-gow977,"Ben cause, tornen hom ayein.",Ben cause tornen hom ayein,8,u Su Su S uS,ben@v%pr_pl cause@n turnen@v%pr_pl hom@adv ayen@adv
gow/03/62-gow.cat,62-gow978,Ther mai noman his happ withsein;,Ther mai noman his happ withsein,8,u S uS u S uS,ther@adv mouen@v3%pr_3 no-man@n his@pron1%gen hap@n withseien@v%inf
gow/03/62-gow.cat,62-gow979,"It hath be sen and felt fulofte,",It hath be sen and felt fulofte,8,u S u S u S uSx,hit@pron haven@v%pr_3 ben@v%ppl sen@v1%ppl and@conj felen@v1%ppl ful-ofte@adv
gow/03/62-gow.cat,62-gow980,The harde time after the softe:,The harde time after the softe,8,u Su Sx uS u Sx,the@def_art hard@adj time@n after@prep the@def_art softe@adj
gow/03/62-gow.cat,62-gow981,"Be See as thei forth homward wente,",Be See as thei forth homward wente,8,u S u S u Su Sx,bi@prep se@n1 as@conj thei@pron%pl_nom forth@adv hom-ward@adv wenden@v%pt_pl
gow/03/62-gow.cat,62-gow982,A rage of gret tempeste hem hente;,A rage of gret tempeste hem hente,8,u Sx u S uSx u Sx,a@indef_art rage@n of@prep gret@adj tempest@n hem@pron%pl_obj henten@v%pt_3
gow/03/62-gow.cat,62-gow983,"Juno let bende hire parti bowe,",Juno let bende hire parti bowe,8,uS u Sx ux Su Sx,juno@n#propn leten@v%pt_3 benden@v1%inf hire@pron1%fem_gen partie@adj boue@n1
gow/03/62-gow.cat,62-gow984,"The Sky wax derk, the wynd gan blowe,",The Sky wax derk the wynd gan blowe,8,u S u S u S u Sx,the@def_art skie@n waxen@v1%pt_3 derk@adj the@def_art wind@n1 ginnen@v%pt_3 blouen@v1%inf
gow/03/62-gow.cat,62-gow985,"The firy welkne gan to thondre,",The firy welkne gan to thondre,8,u Su Su S u Sx,the@def_art firi@adj welken@n ginnen@v%pt_3 to@prep thondren@v%inf
gow/03/62-gow.cat,62-gow986,As thogh the world scholde al to_sondre;,As thogh the world scholde al tosondre,8,u S u S ux S uSx,as@conj though@conj the@def_art world@n shulen@v1%pt_3 al@adv tosondren@v%inf
gow/03/62-gow.cat,62-gow987,Fro hevene out of the watergates,Fro hevene out of the watergates,8,u Sxx u S u SuSx,from@prep heven@n oute@adv of@prep the@def_art water-gate@n%pl
gow/03/62-gow.cat,62-gow988,The reyni Storm fell doun algates,The reyni Storm fell doun algates,8,u Su S u S uSx,the@def_art reini@adj storm@n fallen@v%pt_3 doun@adv al-gates@adv
gow/03/62-gow.cat,62-gow989,"And al here takel made unwelde,",And al here takel made unwelde,8,u S ux Su Sx uSx,and@conj al@gram_adj here@pron%pl_gen takel@n maken@v1%pt_3 unwelde@adj
gow/03/62-gow.cat,62-gow990,That noman mihte himself bewelde.,That noman mihte himself bewelde,8,u Su Sx uS uSx,that@conj no-man@n mouen@v3%pt_3 him-self@pron biwelden@v%inf
gow/03/62-gow.cat,62-gow991,"Ther mai men hiere Schipmen crie,",Ther mai men hiere Schipmen crie,8,u S u Sux Su S,ther@adv mouen@v3%pr_pl man@n%pl heren@v%inf ship-man@n crien@v%inf
gow/03/62-gow.cat,62-gow992,That stode in aunter forto die:,That stode in aunter forto die,8,u Sx u Su Su S,that@pron stonden@v1%pt_pl in@prep aventure@n forto@part dien@v%inf
gow/03/62-gow.cat,62-gow993,He that behinde sat to stiere,He that behinde sat to stiere,8,u S uSx u S uSx,he@pron1%nom that@pron bihinden@adv&adj sitten@v%pt_3 to@part steren@v1%inf
gow/03/62-gow.cat,62-gow994,Mai noght the forestempne hiere;,Mai noght the forestempne hiere,8,u S u SuSx uSx,mouen@v3%pr_3 nought@adv the@def_art fore-stem@n heren@v%inf
gow/03/62-gow.cat,62-gow995,"The Schip aros ayein the wawes,",The Schip aros ayein the wawes,8,u S uS uS u Sx,the@def_art ship@n arisen@v%pt_3 ayen@prep the@def_art wau@n%pl
gow/03/62-gow.cat,62-gow996,"The lodesman hath lost his lawes,",The lodesman hath lost his lawes,8,u SuS u S u Sx,the@def_art lodes-man@n haven@v%pr_3 losen@v2%ppl his@pron1%gen laue@n%pl
gow/03/62-gow.cat,62-gow997,The See bet in on every side:,The See bet in on every side,8,u S u S u Sxu Sx,the@def_art se@n1 beten@v1%pt_3 in@adv on@prep everi@pron_gram_adj side@n
gow/03/62-gow.cat,62-gow998,"Thei nysten what fortune abide,",Thei nysten what fortune abide,8,u Su S uSx uSx,thei@pron%pl_nom witen@v1%pt_pl_neg what@pron fortune@n abiden@v%pr_3
gow/03/62-gow.cat,62-gow999,"Bot sette hem al in goddes wille,",Bot sette hem al in goddes wille,8,u Sx u S u Su Sx,but@conj setten@v%pt_pl hem@pron%pl_obj al@gram_adj in@prep god@n1%gen wille@n
gow/03/62-gow.cat,62-gow1000,Wher he hem wolde save or spille.,Wher he hem wolde save or spille,8,u S u Su Sx u Sx,whether@conj he@pron1%nom hem@pron%pl_obj willen@v%pt_3 saven@v%inf or@conj spillen@v%inf
gow/03/62-gow.cat,62-gow1001,And it fell thilke time thus:,And it fell thilke time thus,8,u S u Su Su S,and@conj hit@pron fallen@v%pt_3 thilke@gram_adj time@n thus@adv
gow/03/62-gow.cat,62-gow1002,"Ther was a king, the which Namplus",Ther was a king the which Namplus,8,u S u S u S uS,ther@adv ben@v%pt_3 a@indef_art king@n the@def_art which@pron nauplus@n#propn
gow/03/62-gow.cat,62-gow1003,"Was hote, and he a Sone hadde,",Was hote and he a Sone hadde,8,u Sx u S u Su Sx,ben@v%pt_3 hoten@v1%ppl and@conj he@pron1%nom a@indef_art sone@n haven@v%pt_3
gow/03/62-gow.cat,62-gow1004,"At Troie which the Gregois ladde,",At Troie which the Gregois ladde,8,u Su S u Su Sx,at@prep troie@n1#propn which@pron the@def_art gregeis@n%pl leden@v1%pt_3
gow/03/62-gow.cat,62-gow1005,"As he that was mad Prince of alle,",As he that was mad Prince of alle,8,u S u S u Sx u Sx,as@conj he@pron1%nom that@pron ben@v%pt_3 maken@v1%ppl prince@n of@prep al@gram_adjas_n
gow/03/62-gow.cat,62-gow1006,Til that fortune let him falle:,Til that fortune let him falle,8,u S uSu S u Sx,til@conj that@part fortune@n leten@v%pt_3 him@pron%obj fallen@v%inf
gow/03/62-gow.cat,62-gow1007,His name was Palamades.,His name was Palamades,8,u Su S uSuS,his@pron1%gen name@n ben@v%pt_3 palamades@n#propn
gow/03/62-gow.cat,62-gow1008,Bot thurgh an hate natheles,Bot thurgh an hate natheles,8,u S u Su SuS,but@conj thurgh@prep a@indef_art hate@n no-the-lesse@adv
gow/03/62-gow.cat,62-gow1009,Of some of hem his deth was cast,Of some of hem his deth was cast,8,u Sx u S u S u S,of@prep som@gram_adj of@prep hem@pron%pl_obj his@pron1%gen deth@n ben@v%pt_3 casten@v%ppl
gow/03/62-gow.cat,62-gow1010,And he be tresoun overcast.,And he be tresoun overcast,8,u S u Su SuS,and@conj he@pron1%nom bi@prep treisoun@n overcasten@v%ppl
gow/03/62-gow.cat,62-gow1011,"His fader, whan he herde it telle,",His fader whan he herde it telle,8,u Su S u Sx u Sx,his@pron1%gen fader@n whan@adv&conj he@pron1%nom heren@v%pt_3 hit@pron tellen@v%inf
gow/03/62-gow.cat,62-gow1012,"He swor, if evere his time felle,",He swor if evere his time felle,8,u S u Sux S ux Sx,he@pron1%nom sweren@v%pt_3 if@conj ever@adv his@pron1%gen time@n fallen@v%pt_3
gow/03/62-gow.cat,62-gow1013,"He wolde him venge, if that he mihte,",He wolde him venge if that he mihte,8,u Sx u Sx u S u Sx,he@pron1%nom willen@v%pt_3 him@pron%obj vengen@v%inf if@conj that@part he@pron1%nom mouen@v3%pt_3
gow/03/62-gow.cat,62-gow1014,And therto his avou behihte:,And therto his avou behihte,8,u Su S uS uSx,and@conj ther-to@adv his@pron1%gen avoue@n bihoten@v%pt_3
gow/03/62-gow.cat,62-gow1015,And thus this king thurgh prive hate,And thus this king thurgh prive hate,8,u S u S u Su Sx,and@conj thus@adv this@gram_adj king@n thurgh@prep prive@adj1 hate@n
gow/03/62-gow.cat,62-gow1016,"Abod upon await algate,",Abod upon await algate,8,uS uS uS uSx,abiden@v%pt_3 upon@prep awaite@n al-gates@adv
gow/03/62-gow.cat,62-gow1017,For he was noght of such emprise,For he was noght of such emprise,8,u S u S u S uSx,for@conj he@pron1%nom ben@v%pt_3 nought@adv of@prep swich@gram_adj emprise@n
gow/03/62-gow.cat,62-gow1018,To vengen him in open wise.,To vengen him in open wise,8,u Su S u Su Sx,to@part vengen@v%inf him@pron%obj in@prep open@adj wise@n2
gow/03/62-gow.cat,62-gow1019,"The fame, which goth wyde where,",The fame which goth wyde where,8,u Su S u Su Sx,the@def_art fame@n1 which@pron gon@v%pr_3 wide@adv wher@adv&conj
gow/03/62-gow.cat,62-gow1020,Makth knowe how that the Gregois were,Makth knowe how that the Gregois were,8,u Sx u S u Su Sx,maken@v1%pr_3 knouen@v%ppl hou@adv&conj that@part the@def_art gregeis@n%pl ben@v%pt_pl
