FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/00/03-gow.cat,03-gow193,"To thenke upon the daies olde,",To thenke upon the daies olde,8,u Sx uS u Su Sx,to@part thinken@v2%inf upon@prep the@def_art dai@n%pl olde@adj
gow/00/03-gow.cat,03-gow194,"The lif of clerkes to beholde,",The lif of clerkes to beholde,8,u S u Su S uSx,the@def_art lif@n of@prep clerk@n%pl to@part biholden@v%inf
gow/00/03-gow.cat,03-gow195,Men sein how that thei weren tho,Men sein how that thei weren tho,8,u S u S u Su S,man@n%pl seien@v1%pr_pl hou@adv&conj that@part thei@pron%pl_nom ben@v%pt_pl tho@adv
gow/00/03-gow.cat,03-gow196,Ensample and reule of alle tho,Ensample and reule of alle tho,8,uSx u Sx u Su S,ensaumple@n and@conj reule@n of@prep al@gram_adj tho@pron2
gow/00/03-gow.cat,03-gow197,Whiche of wisdom the vertu soughten.,Whiche of wisdom the vertu soughten,9,ux S uS u Su Su,which@pron of@prep wisdom@n the@def_art vertu@n sechen@v%pt_pl
gow/00/03-gow.cat,03-gow198,Unto the god ferst thei besoughten,Unto the god ferst thei besoughten,9,uS u S u S uSu,unto@prep the@def_art god@n1 first@adv thei@pron%pl_nom bisechen@v%pt_pl
gow/00/03-gow.cat,03-gow199,"As to the substaunce of her Scole,",As to the substaunce of her Scole,8,u S u Sux S u Sx,as@conj to@prep the@def_art substaunce@n of@prep here@pron%pl_gen scole@n2
gow/00/03-gow.cat,03-gow200,That thei ne scholden noght befole,That thei ne scholden noght befole,8,u S u Su S uSx,that@conj thei@pron%pl_nom ne@adv shulen@v1%pt_pl nought@adv befolen@v%inf
gow/00/03-gow.cat,03-gow201,"Her wit upon none erthly werkes,",Her wit upon none erthly werkes,8,u S uS ux Su Sx,here@pron%pl_gen wit@n upon@prep non@gram_adj ertheli@adj werk@n%pl
gow/00/03-gow.cat,03-gow202,"Which were ayein thestat of clerkes,",Which were ayein thestat of clerkes,8,u Sx uS uS u Sx,which@pron ben@v%pt_pl ayen@prep estat@n of@prep clerk@n%pl
gow/00/03-gow.cat,03-gow203,And that thei myhten fle the vice,And that thei myhten fle the vice,8,u S u Su S u Sx,and@conj that@conj thei@pron%pl_nom mouen@v3%pt_pl flen@v1%inf the@def_art vice@n
gow/00/03-gow.cat,03-gow204,"Which Simon hath in his office,",Which Simon hath in his office,8,u Su S u S uSx,which@pron simon@n haven@v%pr_3 in@prep his@pron1%gen office@n
gow/00/03-gow.cat,03-gow205,Wherof he takth the gold in honde.,Wherof he takth the gold in honde,8,uS u S u S u Sx,wher-of@adv he@pron1%nom taken@v%pr_3 the@def_art gold@n in@prep honde@n
gow/00/03-gow.cat,03-gow206,For thilke tyme I understonde,For thilke tyme I understonde,8,u Su Sx u SuSx,for@conj thilke@gram_adj time@n ich@pron%nom understonden@v%pr_1
gow/00/03-gow.cat,03-gow207,The Lumbard made non eschange,The Lumbard made non eschange,8,u Su Su S uSx,the@def_art lombard@n maken@v1%pt_3 non@gram_adj eschaunge@n
gow/00/03-gow.cat,03-gow208,"The bisschopriches forto change,",The bisschopriches forto change,8,u SuSu Su Sx,the@def_art bishop-riche@n%pl forto@part chaungen@v%inf
gow/00/03-gow.cat,03-gow209,Ne yet a lettre for to sende,Ne yet a lettre for to sende,8,u S u Su S u Sx,ne@conj1 yet@adv a@indef_art lettre@n for@prep to@part senden@v2%inf
gow/00/03-gow.cat,03-gow210,"For dignite ne for Provende,",For dignite ne for Provende,7,S uSx u S uSx,for@prep dignite@n ne@conj1 for@prep provende@n
gow/00/03-gow.cat,03-gow211,Or cured or withoute cure.,Or cured or withoute cure,8,u Su S uSu Sx,or@conj curen@v2%ppl_abs or@conj withouten@prep cure@n1
gow/00/03-gow.cat,03-gow212,The cherche keye in aventure,The cherche keye in aventure,8,u Su S u SuSx,the@def_art chirche@n keie@n1 in@prep aventure@n
gow/00/03-gow.cat,03-gow213,Of armes and of brygantaille,Of armes and of brygantaille,8,u Su S u SuSx,of@prep armes@n%pl and@conj of@prep brigantaille@n
gow/00/03-gow.cat,03-gow214,Stod nothing thanne upon bataille;,Stod nothing thanne upon bataille,8,u Su Sx uS uSx,stonden@v1%pt_3 no-thing@adv thanne@adv upon@prep bataille@n
gow/00/03-gow.cat,03-gow215,To fyhte or for to make cheste,To fyhte or for to make cheste,8,u Sx u S u Su Sx,to@prep fighten@v%inf or@conj for@prep to@part maken@v1%inf chest@n
gow/00/03-gow.cat,03-gow216,It thoghte hem thanne noght honeste;,It thoghte hem thanne noght honeste,8,u Sx u Su S uSx,hit@pron thinken@v1%pt_3 hem@pron%pl_obj thanne@adv nought@adv honeste@adj
gow/00/03-gow.cat,03-gow217,Bot of simplesce and pacience,Bot of simplesce and pacience,8,u S uSx u SuSx,but@conj of@prep simplesse@n and@conj pacience@n
gow/00/03-gow.cat,03-gow218,Thei maden thanne no defence:,Thei maden thanne no defence,8,u Su Su S uSx,thei@pron%pl_nom maken@v1%pt_pl thanne@adv no@gram_adj defense@n
gow/00/03-gow.cat,03-gow219,The Court of worldly regalie,The Court of worldly regalie,8,u S u Su SuS,the@def_art court@n1 of@prep worldli@adj regalie@n
gow/00/03-gow.cat,03-gow220,To hem was thanne no baillie;,To hem was thanne no baillie,8,u S u Su S uS,to@prep hem@pron%pl_obj ben@v%pt_3 thanne@adv no@gram_adj baillie@n
gow/00/03-gow.cat,03-gow221,"The vein honour was noght desired,",The vein honour was noght desired,8,u S uS u S uSx,the@def_art vein@adj honour@n ben@v%pt_3 nought@adv desiren@v%ppl
gow/00/03-gow.cat,03-gow222,Which hath the proude herte fyred;,Which hath the proude herte fyred,8,u S u Su Sx uS,which@pron haven@v%pr_3 the@def_art proud@adj herte@n firen@v%ppl
gow/00/03-gow.cat,03-gow223,"Humilite was tho withholde,",Humilite was tho withholde,7,SuSx u S uSx,humilite@n ben@v%pt_3 tho@adv withholden@v%ppl
gow/00/03-gow.cat,03-gow224,And Pride was a vice holde.,And Pride was a vice holde,8,u Su S u Su Sx,and@conj pride@n2 ben@v%pt_3 a@indef_art vice@n holden@v1%ppl
gow/00/03-gow.cat,03-gow225,Of holy cherche the largesse,Of holy cherche the largesse,8,u Su Su S uSx,of@prep holi@adj2 chirche@n the@def_art largesse@n
gow/00/03-gow.cat,03-gow226,Yaf thanne and dede gret almesse,Yaf thanne and dede gret almesse,8,u Sx u Su S uSx,yeven@v%pt_3 thanne@adv and@conj don@v1%pt_3 gret@adj almesse@n
gow/00/03-gow.cat,03-gow227,To povere men that hadden nede:,To povere men that hadden nede,8,u Sux S u Su Sx,to@prep povre@adj man@n%pl that@pron haven@v%pt_pl nede@n1
gow/00/03-gow.cat,03-gow228,"Thei were ek chaste in word and dede,",Thei were ek chaste in word and dede,8,u Sx u Sx u S u Sx,thei@pron%pl_nom ben@v%pt_pl ek@adv chaste@adj in@prep word@n and@conj dede@n
gow/00/03-gow.cat,03-gow229,Wherof the poeple ensample tok;,Wherof the poeple ensample tok,8,uS u Sux Sux S,wher-of@adv the@def_art peple@n ensaumple@n taken@v%pt_3
gow/00/03-gow.cat,03-gow230,"Her lust was al upon the bok,",Her lust was al upon the bok,8,u S u S uS u S,here@pron%pl_gen lust@n ben@v%pt_3 al@adv upon@prep the@def_art bok@n1
gow/00/03-gow.cat,03-gow231,"Or forto preche or forto preie,",Or forto preche or forto preie,8,u Su Sx u Su S,or@conj forto@part prechen@v%inf or@conj forto@part preien@v1%inf
gow/00/03-gow.cat,03-gow232,To wisse men the ryhte weie,To wisse men the ryhte weie,8,u Su S u Su S,to@part wissen@v%inf man@n%pl the@def_art right@adj wei@n
gow/00/03-gow.cat,03-gow233,Of suche as stode of trowthe unliered.,Of suche as stode of trowthe unliered,0,      ,of@prep swich@pron as@conj stonden@v1%pt_pl of@prep treuth@n unlered@ppl_abs
gow/00/03-gow.cat,03-gow234,"Lo, thus was Petres barge stiered",Lo thus was Petres barge stiered,8,u S u Su Sx uSx,lo@interj thus@adv ben@v%pt_3 peter@n#propn%gen barge@n steren@v1%ppl
gow/00/03-gow.cat,03-gow235,"Of hem that thilke tyme were,",Of hem that thilke tyme were,8,u S u Su Su Sx,of@prep hem@pron%pl_obj that@pron thilke@gram_adj time@n ben@v%pt_pl
gow/00/03-gow.cat,03-gow236,And thus cam ferst to mannes Ere,And thus cam ferst to mannes Ere,8,u S u S u Su Sx,and@conj thus@adv comen@v%pt_3 first@adv to@prep man@n%gen ere@n1
gow/00/03-gow.cat,03-gow237,The feith of Crist and alle goode,The feith of Crist and alle goode,8,u S u S u Su Sx,the@def_art feith@n of@prep crist@n#propn and@conj al@gram_adj god@adj
gow/00/03-gow.cat,03-gow238,Thurgh hem that thanne weren goode,Thurgh hem that thanne weren goode,8,u S u Su Su Sx,thurgh@prep hem@pron%pl_obj that@pron thanne@adv ben@v%pt_pl god@adj
