FILENAME,LINE_NUMBER,OG_TEXT,TEXT,NUM_SYBS,SCANSION,TAGGING
gow/04/97-gow.cat,97-gow1815,"Upon knyhthode I rede thus,",Upon knyhthode I rede thus,8,uS uSx u Su S,upon@prep knighthode@n ich@pron%nom reden@v1%pr_1 thus@adv
gow/04/97-gow.cat,97-gow1816,"How whilom whan the king Nauplus,",How whilom whan the king Nauplus,8,u Su S u S uS,hou@adv&conj whilom@adv whan@adv&conj the@def_art king@n nauplus@n#propn
gow/04/97-gow.cat,97-gow1817,"The fader of Palamades,",The fader of Palamades,8,u Su S uSuS,the@def_art fader@n of@prep palamades@n#propn
gow/04/97-gow.cat,97-gow1818,Cam forto preien Ulixes,Cam forto preien Ulixes,8,u Su Su SuS,comen@v%pt_3 forto@part preien@v1%inf ulixes@n#propn
gow/04/97-gow.cat,97-gow1819,"With othre Gregois ek also,",With othre Gregois ek also,8,u Su Su S uS,with@prep other@gram_adj gregeis@n%pl ek@adv also@adv
gow/04/97-gow.cat,97-gow1820,"That he with hem to Troie go,",That he with hem to Troie go,8,u S u S u Su S,that@conj he@pron1%nom with@prep hem@pron%pl_obj to@prep troie@n1#propn gon@v%pr_3
gow/04/97-gow.cat,97-gow1821,"Wher that the Siege scholde be,",Wher that the Siege scholde be,8,u S u Su Su S,wher@adv&conj that@part the@def_art sege@n2 shulen@v1%pt_3 ben@v%inf
gow/04/97-gow.cat,97-gow1822,Anon upon Penolope,Anon upon Penolope,7,Su Su SuSx,an-on@adv upon@prep penelope@n#propn
gow/04/97-gow.cat,97-gow1823,"His wif, whom that he loveth hote,",His wif whom that he loveth hote,8,u S u S u Su Sx,his@pron1%gen wif@n whom@pron%obj that@pron he@pron1%nom loven@v1%pr_3 hote@adv
gow/04/97-gow.cat,97-gow1824,"Thenkende, wolde hem noght behote.",Thenkende wolde hem noght behote,8,uSu Sx u S uSx,thinken@v2%prp willen@v%pt_3 hem@pron%pl_obj nought@adv bihoten@v%inf
gow/04/97-gow.cat,97-gow1825,"Bot he schop thanne a wonder wyle,",Bot he schop thanne a wonder wyle,8,u S u Sx u Su Sx,but@conj he@pron1%nom shapen@v%pt_3 thanne@adv a@indef_art wonder@adj wile@n
gow/04/97-gow.cat,97-gow1826,"How that he scholde hem best beguile,",How that he scholde hem best beguile,8,u S u Sx u S uSx,hou@adv&conj that@part he@pron1%nom shulen@v1%pt_3 hem@pron%pl_obj best@adv bigilen@v%inf
gow/04/97-gow.cat,97-gow1827,So that he mihte duelle stille,So that he mihte duelle stille,8,u S u Su Su Sx,so@adv that@part he@pron1%nom mouen@v3%pt_3 dwellen@v%inf stille@adv
gow/04/97-gow.cat,97-gow1828,At home and welde his love at wille:,At home and welde his love at wille,8,u Sx u Sx u Sx u Sx,at@prep hom@n and@conj welden@v%inf his@pron1%gen love@n1 at@prep wille@n
gow/04/97-gow.cat,97-gow1829,Wherof erli the morwe day,Wherof erli the morwe day,8,uS uS u Su S,wher-of@adv erli@adv the@def_art morwe@n dai@n
gow/04/97-gow.cat,97-gow1830,"Out of his bedd, wher that he lay,",Out of his bedd wher that he lay,8,u S u S u S u S,oute@adv of@prep his@pron1%gen bed@n1 wher@adv&conj that@part he@pron1%nom lien@v1%pt_3
gow/04/97-gow.cat,97-gow1831,"Whan he was uppe, he gan to fare",Whan he was uppe he gan to fare,8,u S u Sx u S u Sx,whan@adv&conj he@pron1%nom ben@v%pt_3 uppe@adv he@pron1%nom ginnen@v%pt_3 to@part faren@v%inf
gow/04/97-gow.cat,97-gow1832,"Into the field and loke and stare,",Into the field and loke and stare,8,uS u S u Sx u Sx,in-to@prep the@def_art feld@n and@conj loken@v2%inf and@conj staren@v%inf
gow/04/97-gow.cat,97-gow1833,As he which feigneth to be wod:,As he which feigneth to be wod,8,u S u Su S u S,as@conj he@pron1%nom which@pron feinen@v%pr_3 to@part ben@v%inf wod@adj
gow/04/97-gow.cat,97-gow1834,"He tok a plowh, wher that it stod,",He tok a plowh wher that it stod,8,u S u S u S u S,he@pron1%nom taken@v%pt_3 a@indef_art plough@n wher@adv&conj that@part hit@pron stonden@v1%pt_3
gow/04/97-gow.cat,97-gow1835,Wherinne anon in stede of Oxes,Wherinne anon in stede of Oxes,8,uSx uS u Sx u Sx,wher-in@adv an-on@adv in@prep stede@n1 of@prep oxe@n%pl
gow/04/97-gow.cat,97-gow1836,"He let do yoken grete foxes,",He let do yoken grete foxes,8,u S u Su Sx uS,he@pron1%nom leten@v%pt_3 don@v1%inf yoken@v%inf gret@adj fox@n%pl
gow/04/97-gow.cat,97-gow1837,And with gret salt the lond he siew.,And with gret salt the lond he siew,8,u S u S u S u S,and@conj with@prep gret@adj saut@n1 the@def_art lond@n he@pron1%nom souen@v1%pt_3
gow/04/97-gow.cat,97-gow1838,"But Nauplus, which the cause kniew,",But Nauplus which the cause kniew,8,u Su S u Su S,but@conj nauplus@n#propn which@pron the@def_art cause@n knouen@v%pt_3
gow/04/97-gow.cat,97-gow1839,Ayein the sleihte which he feigneth,Ayein the sleihte which he feigneth,8,uS u Sx u S uS,ayen@prep the@def_art sleight@n which@pron he@pron1%nom feinen@v%pr_3
gow/04/97-gow.cat,97-gow1840,An other sleihte anon ordeigneth.,An other sleihte anon ordeigneth,8,u Su Sx uS uSx,a@indef_art other@gram_adj sleight@n an-on@adv ordeinen@v%pr_3
gow/04/97-gow.cat,97-gow1841,And fell that time Ulixes hadde,And fell that time Ulixes hadde,8,u S u Sx uSu Sx,and@conj fallen@v%pt_3 that@art&gram_adj time@n ulixes@n#propn haven@v%pt_3
gow/04/97-gow.cat,97-gow1842,"A chyld to Sone, and Nauplus radde",A chyld to Sone and Nauplus radde,8,u S u Sx u Su Sx,a@indef_art child@n to@prep sone@n and@conj nauplus@n#propn reden@v1%pt_3
gow/04/97-gow.cat,97-gow1843,"How men that Sone taken scholde,",How men that Sone taken scholde,8,u S u Su Su Sx,hou@adv&conj man@n%pl that@art&gram_adj sone@n taken@v%inf shulen@v1%pt_pl
gow/04/97-gow.cat,97-gow1844,"And setten him upon the Molde,",And setten him upon the Molde,8,u Su S uS u Sx,and@conj setten@v%inf him@pron%obj upon@prep the@def_art molde@n1
gow/04/97-gow.cat,97-gow1845,"Wher that his fader hield the plowh,",Wher that his fader hield the plowh,8,u S u Su S u S,wher@adv&conj that@part his@pron1%gen fader@n holden@v1%pt_3 the@def_art plough@n
