OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Owt of thise blake wawes for to saylle,Out of these blake wawes for to saile,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 1,,10,10,Owt of thise blake wawes for to saylle,Out of these blake wawes for to saile,u S ux Su Su S u Sx,u S ux Su Su S u Sx,oute@adv#prep of@prep these@gram_adj%pl blak@adj wau@n%pl for@prep#adv to@part seilen@v%inf,oute@adv#prep of@prep these@gram_adj%pl blak@adj wau@n%pl for@prep#adv to@part seilen@v%inf,
"O wynd, o wynd, the weder gynneth clere;","O wind, O wind, the weder ginneth clere;",data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 2,,10,10,O wynd o wynd the weder gynneth clere,O wind O wind the weder ginneth clere,u S u S u Su Su Sx,u S u S u Su Su Sx,o@interj wind@n1 o@interj wind@n1 the@def_art weder@n1 ginnen@v%pr_3 cleren@v%inf,o@interj wind@n1 o@interj wind@n1 the@def_art weder@n1 ginnen@v%pr_3 cleren@v%inf,
For in this see the boot hath swych travaylle,For in this see the boot hath swich travaile,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 3,DIFF,10,10,For in this see the boot hath swych travaylle,For in this see the boot hath swich travaile,u S u S u S u S uSx,u S u S u S u S uSx,for@conj in@prep this@gram_adj se@n1 the@def_art bot@n1 haven@v%pr_3 swich@gram_adj travail@n,for@conj in@prep this@gram_adj se@n1 the@def_art bot@n1 haven@v%pr_3 swich@gram_adj travail@n,green
"Of my connyng, that unneth I it steere.",Of my conning that unnethe I it stere:,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 4,,10,10,Of my connyng that unneth I it steere,Of my conning that unnethe I it stere,u S uS u Su S u Sx,u S uS u Sux S u Sx,of@prep min@pron%gen conninge@ger that@conj unethe@adv ich@pron%nom hit@pron steren@v1%pr_1,of@prep min@pron%gen conninge@ger that@conj unethe@adv ich@pron%nom hit@pron steren@v1%pr_1,
This see clepe I the tempestous matere,This see clepe I the tempestous matere,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 5,,10,10,This see clepe I the tempestous matere,This see clepe I the tempestous matere,u S ux S u SuS uSx,u S ux S u SuS uSx,this@gram_adj se@n1 clepen@v%pr_1 ich@pron%nom the@def_art tempestous@adj matere@n,this@gram_adj se@n1 clepen@v%pr_1 ich@pron%nom the@def_art tempestous@adj matere@n,
Of disespeir that Troilus was inne;,Of desespeir that Troilus was inne:,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 6,,10,10,Of disespeir that Troilus was inne,Of desespeir that Troilus was inne,u SuS u SuS u Sx,u SuS u SuS u Sx,of@prep despeir@n that@pron troilus@n#propn ben@v%pt_3 inne@adv,of@prep despeir@n that@pron troilus@n#propn ben@v%pt_3 inne@adv,
But now of hope the kalendes bygynne.,But now of hope the calendes biginne.,data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 7,,10,10,But now of hope the kalendes bygynne,But now of hope the calendes biginne,u S u Sx u SuS uSx,u S u Sx u SuS uSx,but@conj nou@adv of@prep hope@n1 the@def_art calendes@n biginnen@v%pr_pl,but@conj nou@adv of@prep hope@n1 the@def_art calendes@n biginnen@v%pr_pl,
"O lady myn, that called art Cleo","O lady min, that called art Cleo",data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 8,,9,9,O lady myn that called art Cleo,O lady min that called art Cleo,S uS u S uS u S,S uS u S uS u S,o@interj ladie@n min@pron%gen that@pron callen@v%ppl ben@v%pr_2 cleo@n#propn,o@interj ladie@n min@pron%gen that@pron callen@v%ppl ben@v%pr_2 cleo@n#propn,
"Thow be my speed fro this forth, and my Muse","Thou be my speed fro this forth, and my Muse",data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 9,,10,10,Thow be my speed fro this forth and my Muse,Thou be my speed fro this forth and my Muse,u S u S u S u S u Sx,u S u S u S u S u Sx,thou@pron%nom ben@v%pr_2 min@pron%gen spede@n from@prep this@pron forth@adv and@conj min@pron%gen muse@n,thou@pron%nom ben@v%pr_2 min@pron%gen spede@n from@prep this@pron forth@adv and@conj min@pron%gen muse@n,
To ryme wel this book til I have do;,"To rime wel this book, til I have do;",data/riverside_cats/TC2_riv.cat,data/oxford_txts/TC2_oxford.txt,data/csvs/TC2,Troilus and Criseyde; Book II 10,,10,10,To ryme wel this book til I have do,To rime wel this book til I have do,u Sx u S u S u Su S,u Sx u S u S u Su S,to@part rimen@v1%inf wel@adv this@gram_adj bok@n1 til@conj ich@pron%nom haven@v%pr_1 don@v1%ppl,to@part rimen@v1%inf wel@adv this@gram_adj bok@n1 til@conj ich@pron%nom haven@v%pr_1 don@v1%ppl,
