OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
The double sorwe of Troilus to tellen,The double sorwe of Troilus to tellen,data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 1,,11,11,The double sorwe of Troilus to tellen,The double sorwe of Troilus to tellen,u Su Sx u SuS u Su,u Su Sx u SuS u Su,the@def_art double@adj sorwe@n of@prep troilus@n#propn to@part tellen@v%inf,the@def_art double@adj sorwe@n of@prep troilus@n#propn to@part tellen@v%inf,
That was the kyng Priamus sone of Troye,That was the king Priamus sone of Troye,data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 2,,0,0,That was the kyng Priamus sone of Troye,That was the king Priamus sone of Troye,       ,       ,that@pron ben@v%pt_3 the@def_art king@n priam@n#propn%gen sone@n of@prep troie@n1#propn,that@pron ben@v%pt_3 the@def_art king@n priam@n#propn%gen sone@n of@prep troie@n1#propn,
"In lovynge, how his aventures fellen","In lovinge, how his aventures fellen",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 3,,11,11,In lovynge how his aventures fellen,In lovinge how his aventures fellen,u Sux S u SuSu Su,u Sux S u SuSu Su,in@prep lovinge@ger1 hou@adv&conj his@pron1%gen aventure@n%pl fallen@v%pt_pl,in@prep lovinge@ger1 hou@adv&conj his@pron1%gen aventure@n%pl fallen@v%pt_pl,
"Fro wo to wele, and after out of joie","Fro wo to wele, and after out of joye",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 4,,10,10,Fro wo to wele and after out of joie,Fro wo to wele and after out of joye,u S u Sx u Su S u S,u S u Sx u Sx u S uS,from@prep wo@n to@prep wele@n1 and@conj after@adv oute@adv#prep of@prep joie@n,from@prep wo@n to@prep wele@n1 and@conj after@adv oute@adv#prep of@prep joie@n,
"My purpos is, er that I parte fro ye.","My purpos is, er that I part fro ye.",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 5,,10,10,My purpos is er that I parte fro ye,My purpos is er that I part fro ye,u Su S u S u Sx u S,u Su S u S u S u S,min@pron%gen purpos@n ben@v%pr_3 er@conj1 that@part ich@pron%nom parten@v%pr_1 from@prep you@pron%pl_obj,min@pron%gen purpos@n ben@v%pr_3 er@conj1 that@part ich@pron%nom parten@v%pr_1 from@prep you@pron%pl_obj,
"Thesiphone, thow help me for t' endite","Thesiphone, thou help me for t’endite",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 6,DIFF,9,9,Thesiphone thow help me for t endite,Thesiphone thou help me for tendite,SuSx u S u S  uSx,SuSx u S u S uSx,thesiphone@n#propn thou@pron%nom helpen@v%pr_2 me@pron2%obj for@prep#adv to@part enditen@v%inf,thesiphone@n#propn thou@pron%nom helpen@v%pr_2 me@pron2%obj for@prep#adv ,
"Thise woful vers, that wepen as I write.","Thise woful vers, that wepen as I write!",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 7,,10,10,Thise woful vers that wepen as I write,Thise woful vers that wepen as I write,ux Su S u Su S u Sx,ux Su S u Su S u Sx,these@gram_adj%pl woful@adj vers@n that@pron wepen@v%pr_pl as@conj ich@pron%nom writen@v%pr_1,these@gram_adj%pl woful@adj vers@n that@pron wepen@v%pr_pl as@conj ich@pron%nom writen@v%pr_1,
"To the clepe I, thow goddesse of torment","To thee clepe I, thou goddesse of torment",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 8,,10,10,To the clepe I thow goddesse of torment,To thee clepe I thou goddesse of torment,u S ux S u Sux S uS,u S ux S u Sux S uS,to@prep the@pron2%obj clepen@v%pr_1 ich@pron%nom thou@pron%nom goddesse@n of@prep torment@n,to@prep the@pron2%obj clepen@v%pr_1 ich@pron%nom thou@pron%nom goddesse@n of@prep torment@n,
"Thow cruwel Furie, sorwynge evere in peyne","Thou cruel Furie, sorwing ever in peine;",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 9,,10,10,Thow cruwel Furie sorwynge evere in peyne,Thou cruel Furie sorwing ever in peine,u Su Su Sux Sxx u Sx,u Su Su Su S u Sx,thou@pron%nom cruel@adj furie@n sorwen@v%prp_abs ever@adv in@prep peine@n,thou@pron%nom cruel@adj furie@n sorwen@v%prp_abs ever@adv in@prep peine@n,
"Help me, that am the sorwful instrument","Help me, that am the sorwful instrument",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 10,,10,10,Help me that am the sorwful instrument,Help me that am the sorwful instrument,u S u S u Su SuS,u S u S u Su SuS,helpen@v%imp me@pron2%obj that@pron ben@v%pr_1 the@def_art sorweful@adj instrument@n,helpen@v%imp me@pron2%obj that@pron ben@v%pr_1 the@def_art sorweful@adj instrument@n,
"That helpeth loveres, as I kan, to pleyne;","That helpeth lovers, as I can, to pleine!",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 11,,10,10,That helpeth loveres as I kan to pleyne,That helpeth lovers as I can to pleine,u Su Sux S u S u Sx,u Su Su S u S u Sx,that@pron helpen@v%pr_3 lovere@n2%pl as@conj ich@pron%nom connen@v%pr_1 to@part pleinen@v%inf,that@pron helpen@v%pr_3 lovere@n2%pl as@conj ich@pron%nom connen@v%pr_1 to@part pleinen@v%inf,
"For wel sit it, the sothe for to seyne","For wel sit it, the sothe for to seyne",data/riverside_cats/TC1_riv.cat,data/oxford_txts/TC1_oxford.txt,data/csvs/TC1,Troilus and Criseyde; Book I 12,,10,10,For wel sit it the sothe for to seyne,For wel sit it the sothe for to seyne,u S u S u Su S u Sx,u S u S u Su S u Sx,for@conj wel@adv sitten@v%pr_3 hit@pron the@def_art soth@n for@prep#adv to@part seien@v1%inf,for@conj wel@adv sitten@v%pr_3 hit@pron the@def_art soth@n for@prep#adv to@part seien@v1%inf,
