Source_File,Tag,Verb_Class,Ending,Count,Percent
WBT_gui_complete.csv,v%pr_3,irregular,-eth,8,21.05%
WBT_gui_complete.csv,v%pr_3,irregular,-e,6,15.79%
WBT_gui_complete.csv,v%pr_3,irregular,-t,2,5.26%
WBT_gui_complete.csv,v%pr_3,strong,-eth,4,8.33%
WBT_gui_complete.csv,v%pr_3,strong,other,41,85.42%
WBT_gui_complete.csv,v%pr_3,strong,-e,2,4.17%
WBT_gui_complete.csv,v%pr_3,strong,-t,1,2.08%
WBT_gui_complete.csv,v%pr_3,unknown,-eth,1,100.00%
WBT_gui_complete.csv,v%pr_3,weak,-eth,3,23.08%
WBT_gui_complete.csv,v%pr_3,weak,-t,4,30.77%
WBT_gui_complete.csv,v%pr_3,weak,other,3,23.08%
WBT_gui_complete.csv,v%pr_3,weak,-te,1,7.69%
WBT_gui_complete.csv,v%pr_3,weak,-de,2,15.38%
WBT_gui_complete.csv,v%pr_3_neg,irregular,other,1,100.00%
WBT_gui_complete.csv,v%pr_3_neg,strong,other,2,100.00%
WBT_gui_complete.csv,v%pr_pl,irregular,other,13,68.42%
WBT_gui_complete.csv,v%pr_pl,irregular,-en,2,10.53%
WBT_gui_complete.csv,v%pr_pl,irregular,-e,4,21.05%
WBT_gui_complete.csv,v%pr_pl,strong,-en,8,50.00%
WBT_gui_complete.csv,v%pr_pl,strong,-e,6,37.50%
WBT_gui_complete.csv,v%pr_pl,strong,-de,2,12.50%
WBT_gui_complete.csv,v%pr_pl,unknown,-e,6,100.00%
WBT_gui_complete.csv,v%pr_pl,weak,-en,6,60.00%
WBT_gui_complete.csv,v%pr_pl,weak,-e,2,20.00%
WBT_gui_complete.csv,v%pr_pl,weak,other,1,10.00%
WBT_gui_complete.csv,v%pr_pl,weak,-de,1,10.00%
WBT_gui_complete.csv,v%pr_pl_neg,irregular,other,1,100.00%
WBT_gui_complete.csv,v%prp_abs,strong,-e,2,100.00%
WBT_gui_complete.csv,v%prp_abs,weak,-e,1,100.00%
WBT_gui_complete.csv,v%pt_1,irregular,-te,2,50.00%
WBT_gui_complete.csv,v%pt_1,irregular,-de,2,50.00%
WBT_gui_complete.csv,v%pt_1_neg,irregular,-de,1,100.00%
WBT_gui_complete.csv,v%pt_3,irregular,-de,16,59.26%
WBT_gui_complete.csv,v%pt_3,irregular,-te,9,33.33%
WBT_gui_complete.csv,v%pt_3,irregular,-d,2,7.41%
WBT_gui_complete.csv,v%pt_3,strong,other,45,65.22%
WBT_gui_complete.csv,v%pt_3,strong,-d,22,31.88%
WBT_gui_complete.csv,v%pt_3,strong,-e,2,2.90%
WBT_gui_complete.csv,v%pt_3,weak,-ed,6,50.00%
WBT_gui_complete.csv,v%pt_3,weak,-de,4,33.33%
WBT_gui_complete.csv,v%pt_3,weak,-te,2,16.67%
WBT_gui_complete.csv,v%pt_3_neg,irregular,-de,2,66.67%
WBT_gui_complete.csv,v%pt_3_neg,irregular,-te,1,33.33%
WBT_gui_complete.csv,v%pt_3_neg,strong,other,2,100.00%
WBT_gui_complete.csv,v%pt_pl,irregular,-en,4,33.33%
WBT_gui_complete.csv,v%pt_pl,irregular,-de,6,50.00%
WBT_gui_complete.csv,v%pt_pl,irregular,-te,2,16.67%
WBT_gui_complete.csv,v%pt_pl,strong,-e,1,100.00%
WBT_gui_complete.csv,v%pt_pl,weak,-ed,1,50.00%
WBT_gui_complete.csv,v%pt_pl,weak,-en,1,50.00%
WBT_gui_complete.csv,v1&%inf,unknown,-e,1,100.00%
MerPro_gui_complete.csv,ger,unknown,other,1,100.00%
MerPro_gui_complete.csv,v#adj%ppl,weak,-ed,1,100.00%
MerPro_gui_complete.csv,v%imp,weak,-e,1,100.00%
MerPro_gui_complete.csv,v%inf,irregular,-e,2,66.67%
MerPro_gui_complete.csv,v%inf,irregular,-en,1,33.33%
MerPro_gui_complete.csv,v%inf,strong,-e,3,75.00%
MerPro_gui_complete.csv,v%inf,strong,-de,1,25.00%
MerPro_gui_complete.csv,v%inf,unknown,-e,1,100.00%
MerPro_gui_complete.csv,v%ppl,strong,-e,1,50.00%
MerPro_gui_complete.csv,v%ppl,strong,-en,1,50.00%
MerPro_gui_complete.csv,v%ppl,weak,-ed,3,100.00%
MerPro_gui_complete.csv,v%pr_1,irregular,other,2,50.00%
MerPro_gui_complete.csv,v%pr_1,irregular,-e,2,50.00%
MerPro_gui_complete.csv,v%pr_1,strong,-e,1,100.00%
MerPro_gui_complete.csv,v%pr_1,weak,-e,2,100.00%
MerPro_gui_complete.csv,v%pr_3,irregular,other,3,100.00%
MerPro_gui_complete.csv,v%pr_3,strong,-e,1,50.00%
MerPro_gui_complete.csv,v%pr_3,strong,-eth,1,50.00%
MerPro_gui_complete.csv,v%pr_3,unknown,-de,1,100.00%
MerPro_gui_complete.csv,v%pr_3,weak,other,1,50.00%
MerPro_gui_complete.csv,v%pr_3,weak,-e,1,50.00%
MerPro_gui_complete.csv,v%pt_1,irregular,-de,2,100.00%
MerPro_gui_complete.csv,v%pt_3,irregular,-de,1,100.00%
MerPro_gui_complete.csv,v%pt_3,strong,-d,2,66.67%
MerPro_gui_complete.csv,v%pt_3,strong,-e,1,33.33%
MerPro_gui_complete.csv,v%pt_3,weak,-de,1,100.00%
LGW_gui_complete.csv,ger,unknown,other,9,32.14%
LGW_gui_complete.csv,ger,unknown,-e,16,57.14%
LGW_gui_complete.csv,ger,unknown,-ing,3,10.71%
LGW_gui_complete.csv,ger%pl,unknown,other,1,100.00%
LGW_gui_complete.csv,v#adj%ppl,unknown,-e,1,50.00%
LGW_gui_complete.csv,v#adj%ppl,unknown,-ed,1,50.00%
LGW_gui_complete.csv,v#adj%ppl,weak,-ed,2,66.67%
LGW_gui_complete.csv,v#adj%ppl,weak,-et,1,33.33%
LGW_gui_complete.csv,v#adj%prp,unknown,-e,1,100.00%
LGW_gui_complete.csv,v#adj%prp,weak,-e,1,100.00%
LGW_gui_complete.csv,v%imp,irregular,-e,3,60.00%
LGW_gui_complete.csv,v%imp,irregular,-ede,1,20.00%
LGW_gui_complete.csv,v%imp,irregular,-d,1,20.00%
LGW_gui_complete.csv,v%imp,strong,other,9,45.00%
LGW_gui_complete.csv,v%imp,strong,-t,5,25.00%
LGW_gui_complete.csv,v%imp,strong,vowel,2,10.00%
LGW_gui_complete.csv,v%imp,strong,-et,1,5.00%
LGW_gui_complete.csv,v%imp,strong,-e,3,15.00%
LGW_gui_complete.csv,v%imp,unknown,-d,1,100.00%
LGW_gui_complete.csv,v%imp,weak,-eth,2,40.00%
LGW_gui_complete.csv,v%imp,weak,other,1,20.00%
LGW_gui_complete.csv,v%imp,weak,-et,1,20.00%
LGW_gui_complete.csv,v%imp,weak,-e,1,20.00%
LGW_gui_complete.csv,v%inf,irregular,other,11,8.27%
LGW_gui_complete.csv,v%inf,irregular,-en,17,12.78%
LGW_gui_complete.csv,v%inf,irregular,-e,87,65.41%
LGW_gui_complete.csv,v%inf,irregular,-ede,10,7.52%
LGW_gui_complete.csv,v%inf,irregular,-te,7,5.26%
LGW_gui_complete.csv,v%inf,irregular,-de,1,0.75%
LGW_gui_complete.csv,v%inf,strong,-e,141,57.79%
LGW_gui_complete.csv,v%inf,strong,vowel,19,7.79%
LGW_gui_complete.csv,v%inf,strong,-en,36,14.75%
LGW_gui_complete.csv,v%inf,strong,other,23,9.43%
LGW_gui_complete.csv,v%inf,strong,-de,17,6.97%
LGW_gui_complete.csv,v%inf,strong,-te,8,3.28%
LGW_gui_complete.csv,v%inf,unknown,-e,25,53.19%
LGW_gui_complete.csv,v%inf,unknown,-te,15,31.91%
LGW_gui_complete.csv,v%inf,unknown,-de,3,6.38%
LGW_gui_complete.csv,v%inf,unknown,-en,3,6.38%
LGW_gui_complete.csv,v%inf,unknown,other,1,2.13%
LGW_gui_complete.csv,v%inf,weak,-en,17,14.05%
LGW_gui_complete.csv,v%inf,weak,-e,77,63.64%
LGW_gui_complete.csv,v%inf,weak,-te,20,16.53%
LGW_gui_complete.csv,v%inf,weak,-de,7,5.79%
LGW_gui_complete.csv,v%ppl,irregular,-t,20,37.74%
LGW_gui_complete.csv,v%ppl,irregular,-d,19,35.85%
LGW_gui_complete.csv,v%ppl,irregular,-e,2,3.77%
LGW_gui_complete.csv,v%ppl,irregular,-ed,4,7.55%
LGW_gui_complete.csv,v%ppl,irregular,-te,1,1.89%
LGW_gui_complete.csv,v%ppl,irregular,other,3,5.66%
LGW_gui_complete.csv,v%ppl,irregular,vowel,3,5.66%
LGW_gui_complete.csv,v%ppl,irregular,-en,1,1.89%
LGW_gui_complete.csv,v%ppl,strong,-e,43,37.72%
LGW_gui_complete.csv,v%ppl,strong,other,33,28.95%
LGW_gui_complete.csv,v%ppl,strong,-en,22,19.30%
LGW_gui_complete.csv,v%ppl,strong,-te,2,1.75%
LGW_gui_complete.csv,v%ppl,strong,-de,9,7.89%
LGW_gui_complete.csv,v%ppl,strong,vowel,3,2.63%
LGW_gui_complete.csv,v%ppl,strong,-ed,1,0.88%
LGW_gui_complete.csv,v%ppl,strong,-t,1,0.88%
LGW_gui_complete.csv,v%ppl,unknown,-t,1,2.86%
LGW_gui_complete.csv,v%ppl,unknown,-d,2,5.71%
LGW_gui_complete.csv,v%ppl,unknown,-ed,14,40.00%
LGW_gui_complete.csv,v%ppl,unknown,-e,8,22.86%
LGW_gui_complete.csv,v%ppl,unknown,vowel,3,8.57%
LGW_gui_complete.csv,v%ppl,unknown,-de,1,2.86%
LGW_gui_complete.csv,v%ppl,unknown,other,5,14.29%
LGW_gui_complete.csv,v%ppl,unknown,-en,1,2.86%
LGW_gui_complete.csv,v%ppl,weak,-ed,54,76.06%
LGW_gui_complete.csv,v%ppl,weak,-t,13,18.31%
LGW_gui_complete.csv,v%ppl,weak,-d,2,2.82%
LGW_gui_complete.csv,v%ppl,weak,-te,2,2.82%
LGW_gui_complete.csv,v%ppl_abs,irregular,other,1,50.00%
LGW_gui_complete.csv,v%ppl_abs,irregular,vowel,1,50.00%
LGW_gui_complete.csv,v%ppl_abs,strong,-ed,1,25.00%
LGW_gui_complete.csv,v%ppl_abs,strong,-e,3,75.00%
LGW_gui_complete.csv,v%ppl_abs,unknown,vowel,1,12.50%
LGW_gui_complete.csv,v%ppl_abs,unknown,-ed,3,37.50%
LGW_gui_complete.csv,v%ppl_abs,unknown,other,1,12.50%
LGW_gui_complete.csv,v%ppl_abs,unknown,-ede,1,12.50%
LGW_gui_complete.csv,v%ppl_abs,unknown,-en,1,12.50%
LGW_gui_complete.csv,v%ppl_abs,unknown,-e,1,12.50%
LGW_gui_complete.csv,v%ppl_abs,weak,-ed,8,100.00%
LGW_gui_complete.csv,v%pr_1,irregular,-e,24,39.34%
LGW_gui_complete.csv,v%pr_1,irregular,other,29,47.54%
LGW_gui_complete.csv,v%pr_1,irregular,-t,6,9.84%
LGW_gui_complete.csv,v%pr_1,irregular,-ede,2,3.28%
LGW_gui_complete.csv,v%pr_1,strong,-t,1,5.56%
LGW_gui_complete.csv,v%pr_1,strong,other,8,44.44%
LGW_gui_complete.csv,v%pr_1,strong,-de,1,5.56%
LGW_gui_complete.csv,v%pr_1,strong,-e,5,27.78%
LGW_gui_complete.csv,v%pr_1,strong,-et,1,5.56%
LGW_gui_complete.csv,v%pr_1,strong,vowel,1,5.56%
LGW_gui_complete.csv,v%pr_1,strong,-te,1,5.56%
LGW_gui_complete.csv,v%pr_1,unknown,-e,4,100.00%
LGW_gui_complete.csv,v%pr_1,weak,-e,11,50.00%
LGW_gui_complete.csv,v%pr_1,weak,other,9,40.91%
LGW_gui_complete.csv,v%pr_1,weak,-te,1,4.55%
LGW_gui_complete.csv,v%pr_1,weak,-t,1,4.55%
LGW_gui_complete.csv,v%pr_1_neg,irregular,-t,2,66.67%
LGW_gui_complete.csv,v%pr_1_neg,irregular,-e,1,33.33%
LGW_gui_complete.csv,v%pr_2,irregular,-t,7,70.00%
LGW_gui_complete.csv,v%pr_2,irregular,-e,2,20.00%
LGW_gui_complete.csv,v%pr_2,irregular,other,1,10.00%
LGW_gui_complete.csv,v%pr_2,strong,-t,4,80.00%
LGW_gui_complete.csv,v%pr_2,strong,-e,1,20.00%
LGW_gui_complete.csv,v%pr_2,unknown,-t,1,100.00%
LGW_gui_complete.csv,v%pr_2,weak,-t,10,100.00%
LGW_gui_complete.csv,v%pr_2_neg,irregular,-t,1,100.00%
LGW_gui_complete.csv,v%pr_2_pron,irregular,other,3,100.00%
LGW_gui_complete.csv,v%pr_3,irregular,other,137,78.29%
LGW_gui_complete.csv,v%pr_3,irregular,-eth,25,14.29%
LGW_gui_complete.csv,v%pr_3,irregular,-e,8,4.57%
LGW_gui_complete.csv,v%pr_3,irregular,-ede,1,0.57%
LGW_gui_complete.csv,v%pr_3,irregular,-t,4,2.29%
LGW_gui_complete.csv,v%pr_3,strong,other,146,67.91%
LGW_gui_complete.csv,v%pr_3,strong,-eth,32,14.88%
LGW_gui_complete.csv,v%pr_3,strong,-e,30,13.95%
LGW_gui_complete.csv,v%pr_3,strong,vowel,3,1.40%
LGW_gui_complete.csv,v%pr_3,strong,-t,4,1.86%
LGW_gui_complete.csv,v%pr_3,unknown,-eth,14,93.33%
LGW_gui_complete.csv,v%pr_3,unknown,other,1,6.67%
LGW_gui_complete.csv,v%pr_3,weak,-eth,44,41.12%
LGW_gui_complete.csv,v%pr_3,weak,-t,9,8.41%
LGW_gui_complete.csv,v%pr_3,weak,other,32,29.91%
LGW_gui_complete.csv,v%pr_3,weak,-te,15,14.02%
LGW_gui_complete.csv,v%pr_3,weak,-de,4,3.74%
LGW_gui_complete.csv,v%pr_3,weak,-e,3,2.80%
LGW_gui_complete.csv,v%pr_3_neg,irregular,other,2,100.00%
LGW_gui_complete.csv,v%pr_3_neg,strong,other,5,100.00%
LGW_gui_complete.csv,v%pr_pl,irregular,other,27,60.00%
LGW_gui_complete.csv,v%pr_pl,irregular,-en,2,4.44%
LGW_gui_complete.csv,v%pr_pl,irregular,-e,15,33.33%
LGW_gui_complete.csv,v%pr_pl,irregular,-te,1,2.22%
LGW_gui_complete.csv,v%pr_pl,strong,-e,22,37.93%
LGW_gui_complete.csv,v%pr_pl,strong,other,5,8.62%
LGW_gui_complete.csv,v%pr_pl,strong,-en,24,41.38%
LGW_gui_complete.csv,v%pr_pl,strong,-te,1,1.72%
LGW_gui_complete.csv,v%pr_pl,strong,vowel,4,6.90%
LGW_gui_complete.csv,v%pr_pl,strong,-de,2,3.45%
LGW_gui_complete.csv,v%pr_pl,unknown,-e,2,33.33%
LGW_gui_complete.csv,v%pr_pl,unknown,-en,1,16.67%
LGW_gui_complete.csv,v%pr_pl,unknown,other,2,33.33%
LGW_gui_complete.csv,v%pr_pl,unknown,-te,1,16.67%
LGW_gui_complete.csv,v%pr_pl,weak,-en,6,25.00%
LGW_gui_complete.csv,v%pr_pl,weak,-de,4,16.67%
LGW_gui_complete.csv,v%pr_pl,weak,other,6,25.00%
LGW_gui_complete.csv,v%pr_pl,weak,-te,5,20.83%
LGW_gui_complete.csv,v%pr_pl,weak,-e,3,12.50%
LGW_gui_complete.csv,v%prp,irregular,-e,1,100.00%
LGW_gui_complete.csv,v%prp,weak,-e,1,100.00%
LGW_gui_complete.csv,v%prp_abs,irregular,-e,3,100.00%
LGW_gui_complete.csv,v%prp_abs,strong,-e,4,100.00%
LGW_gui_complete.csv,v%prp_abs,unknown,-e,1,100.00%
LGW_gui_complete.csv,v%prp_abs,weak,-e,3,100.00%
LGW_gui_complete.csv,v%pt_1,irregular,-de,9,69.23%
LGW_gui_complete.csv,v%pt_1,irregular,-te,4,30.77%
LGW_gui_complete.csv,v%pt_1,strong,other,7,87.50%
LGW_gui_complete.csv,v%pt_1,strong,-e,1,12.50%
