Headword,Tag,Ending,Count,Percent
sitten,v%ppl,-te,1,33.33%
sitten,v%ppl,-en,2,66.67%
sitten,v%inf,-te,2,33.33%
sitten,v%inf,-t,1,16.67%
sitten,v%inf,-en,3,50.00%
sitten,v%prp_abs,-e,9,100.00%
sitten,v%imp,-eth,1,50.00%
sitten,v%imp,-t,1,50.00%
sitten,v%pr_pl,-te,1,100.00%
sitten,v%pr_2,-te,1,100.00%
sitten,v%pt_pl,-en,4,80.00%
sitten,v%pt_pl,-te,1,20.00%
sitten,v#adj%prp,-t,1,100.00%
passen,v%ppl,-ed,14,93.33%
passen,v%ppl,-t,1,6.67%
passen,v%pr_2,-e,1,100.00%
passen,v%inf,-e,39,84.78%
passen,v%inf,-en,7,15.22%
passen,v%pt_3,-ede,1,11.11%
passen,v%pt_3,-te,3,33.33%
passen,v%pt_3,-ed,5,55.56%
passen,v%pr_1,-e,6,100.00%
passen,v%pr_3,-eth,8,80.00%
passen,v%pr_3,-e,2,20.00%
passen,v%pr_pl,-en,1,50.00%
passen,v%pr_pl,-e,1,50.00%
passen,v%prp_abs,-e,2,100.00%
walken,v%pr_3,-eth,9,100.00%
walken,v%prp_abs,-e,4,100.00%
walken,v%inf,-en,1,20.00%
walken,v%inf,-e,4,80.00%
walken,v%ppl,-ed,2,100.00%
walken,v%imp,-eth,1,33.33%
walken,v%imp,-e,2,66.67%
walken,v%pt_pl,-ed,1,100.00%
walken,v%pr_2,-t,1,50.00%
walken,v%pr_2,-e,1,50.00%
walken,v%pt_3,other,1,50.00%
walken,v%pt_3,-ed,1,50.00%
walken,v%pr_pl,-en,1,100.00%
gien,v%inf,-e,10,100.00%
gien,v%pr_3,-e,4,100.00%
gien,v%pr_pl,-e,1,100.00%
gien,v%imp,-e,1,100.00%
gien,v%pr_2,-e,1,100.00%
eilen,v%pr_3,-eth,13,100.00%
eilen,v%inf,-en,1,50.00%
eilen,v%inf,-e,1,50.00%
eilen,v%pt_3,-ed,2,66.67%
eilen,v%pt_3,-e,1,33.33%
quethen,v%pt_3,-d,709,99.86%
quethen,v%pt_3,-e,1,0.14%
quethen,v%pt_pl,-d,4,100.00%
quethen,v%pt_1,-d,11,100.00%
ouen,v%pt_3,-te,41,95.35%
ouen,v%pt_3,-t,2,4.65%
ouen,v%pt_pl,-te,4,50.00%
ouen,v%pt_pl,-en,3,37.50%
ouen,v%pt_pl,-e,1,12.50%
ouen,v%pt_1,-te,4,80.00%
ouen,v%pt_1,-t,1,20.00%
ouen,v%pr_2,-t,1,100.00%
ouen,v%pr_1,-e,1,100.00%
ouen,v%pr_3,-te,1,100.00%
ouen,v%pr_pl,-en,1,100.00%
ouen,v%pt_2_pron,other,1,100.00%
ouen,v%pt_2,-t,2,100.00%
apallen,v#adj%ppl,-ed,1,100.00%
apallen,v%ppl,-ed,1,100.00%
wedden,v#adj%ppl,-ed,15,100.00%
wedden,v%ppl,-de,1,3.45%
wedden,v%ppl,-ed,28,96.55%
wedden,v%inf,-de,11,78.57%
wedden,v%inf,-en,3,21.43%
wedden,v%pr_pl,-de,1,100.00%
wedden,v%pt_3,-ed,2,66.67%
wedden,v%pt_3,-ede,1,33.33%
wedden,v%ppl_abs,-ed,1,100.00%
daren,v%pr_pl,-e,1,100.00%
trouen,v%pr_1,-e,51,94.44%
trouen,v%pr_1,other,3,5.56%
trouen,v%inf,-en,7,87.50%
trouen,v%inf,-e,1,12.50%
trouen,v%imp,-e,3,100.00%
trouen,v%pr_2,-t,2,100.00%
trouen,v%pr_3,-eth,2,66.67%
trouen,v%pr_3,-e,1,33.33%
trouen,v%pr_pl,-en,1,16.67%
trouen,v%pr_pl,-e,5,83.33%
trouen,v%ppl,-ed,1,100.00%
trouen,v%pt_3,-ed,2,100.00%
trouen,v%pt_pl,-ed,1,100.00%
labouren,v%ppl,-ed,1,100.00%
labouren,v%pr_pl,-en,2,100.00%
labouren,v%pr_3,-eth,1,100.00%
labouren,v%pt_1,-ed,1,100.00%
labouren,v%inf,-en,1,50.00%
labouren,v%inf,-e,1,50.00%
labouren,v%pr_1,-e,1,100.00%
resten,v%inf,-en,1,8.33%
resten,v%inf,-te,11,91.67%
resten,v%pr_pl,-te,1,100.00%
resten,v%ppl,-ed,1,100.00%
resten,v%pr_3,-te,1,50.00%
resten,v%pr_3,-eth,1,50.00%
resten,v%pr_1,-te,1,100.00%
resten,v%pt_3,-ed,1,100.00%
laughen,v%pt_3,other,8,100.00%
laughen,v%pr_1,-e,1,100.00%
laughen,v%inf,-en,2,100.00%
laughen,v%pr_3,-eth,1,100.00%
laughen,v%prp,-e,1,100.00%
ginnen,v%pt_3,other,402,99.26%
ginnen,v%pt_3,vowel,1,0.25%
ginnen,v%pt_3,-e,1,0.25%
ginnen,v%pt_3,-de,1,0.25%
ginnen,v%pr_3,-eth,6,100.00%
ginnen,v%pt_pl,-en,9,23.68%
ginnen,v%pt_pl,other,4,10.53%
ginnen,v%pt_pl,-e,25,65.79%
ginnen,v%pr_pl,-e,1,20.00%
ginnen,v%pr_pl,-en,4,80.00%
ginnen,v%pt_1,other,22,100.00%
ginnen,v%pr_1,-e,2,100.00%
ginnen,v%inf,-e,1,100.00%
beren,v%ppl,other,48,84.21%
beren,v%ppl,-e,9,15.79%
beren,v%pt_3,other,39,100.00%
beren,v%inf,-e,25,83.33%
beren,v%inf,-en,5,16.67%
beren,v%pr_3,-eth,13,86.67%
beren,v%pr_3,-e,1,6.67%
beren,v%pr_3,other,1,6.67%
beren,v%pt_1,other,2,100.00%
beren,v1#adj%ppl,other,2,66.67%
beren,v1#adj%ppl,-e,1,33.33%
beren,v%imp,-eth,1,16.67%
beren,v%imp,other,4,66.67%
beren,v%imp,-e,1,16.67%
beren,v%pr_pl,-en,2,66.67%
beren,v%pr_pl,-e,1,33.33%
beren,v%pr_1,-e,4,100.00%
beren,v%pt_2,-e,1,100.00%
beren,v%ppl_abs,other,1,100.00%
beren,v%pt_pl,other,1,100.00%
tellen,v%inf,-e,165,73.33%
tellen,v%inf,-en,56,24.89%
tellen,v%inf,-t,1,0.44%
tellen,v%inf,other,3,1.33%
tellen,v%imp,-eth,16,21.05%
tellen,v%imp,-e,26,34.21%
tellen,v%imp,other,34,44.74%
tellen,v%pr_pl,-e,6,46.15%
tellen,v%pr_pl,-en,7,53.85%
tellen,v%pt_pl,-en,1,12.50%
tellen,v%pt_pl,-de,7,87.50%
tellen,v%pt_3,-de,56,96.55%
tellen,v%pt_3,-d,2,3.45%
tellen,v%ppl,-d,51,98.08%
tellen,v%ppl,-de,1,1.92%
tellen,v%pt_1,-de,29,96.67%
tellen,v%pt_1,-t,1,3.33%
tellen,v%pr_1,-e,24,100.00%
tellen,v%pr_3,-eth,7,63.64%
tellen,v%pr_3,other,4,36.36%
tellen,v%pr_2,-e,2,100.00%
tellen,v%ppl_abs,-d,1,100.00%
tellen,v%prp,-e,1,100.00%
wenden,v%inf,-de,33,100.00%
wenden,v%pr_3,-eth,1,33.33%
wenden,v%pr_3,-t,1,33.33%
wenden,v%pr_3,-de,1,33.33%
wenden,v%pt_3,-te,98,97.03%
wenden,v%pt_3,-t,3,2.97%
wenden,v%pt_pl,-te,14,60.87%
wenden,v%pt_pl,-t,1,4.35%
wenden,v%pt_pl,-en,8,34.78%
wenden,v%ppl,-t,13,100.00%
wenden,v%pr_pl,-de,12,100.00%
wenden,v%pr_1,-de,4,100.00%
wenden,v%pt_1,-te,12,92.31%
wenden,v%pt_1,-t,1,7.69%
wenden,v%pr_2,-de,3,75.00%
wenden,v%pr_2,-t,1,25.00%
wenden,v%pt_2_pron,other,1,100.00%
staren,v%inf,-e,4,100.00%
staren,v%pr_pl,-e,1,100.00%
forbeden,v%pr_3,-ede,17,85.00%
forbeden,v%pr_3,-et,1,5.00%
forbeden,v%pr_3,-eth,2,10.00%
forbeden,v%inf,-ede,1,100.00%
forbeden,v%pt_3,-d,2,100.00%
fordon,v%pr_3,vowel,1,100.00%
fordon,v%pt_3,-de,1,100.00%
fordon,v%ppl,vowel,3,100.00%
fordon,v%inf,vowel,2,40.00%
fordon,v%inf,other,3,60.00%
biwreien,v%inf,-e,11,84.62%
biwreien,v%inf,-en,2,15.38%
biwreien,v%imp,-e,1,100.00%
biwreien,v%ppl,-d,1,100.00%
biwreien,v%pr_2,-t,1,100.00%
sweren,v%pr_1,-e,4,100.00%
sweren,v%inf,-e,24,96.00%
sweren,v%inf,-en,1,4.00%
sweren,v%pr_pl,-en,1,50.00%
sweren,v%pr_pl,-e,1,50.00%
sweren,v%pt_1,other,4,100.00%
sweren,v%ppl,-e,5,16.67%
sweren,v%ppl,other,24,80.00%
sweren,v%ppl,-en,1,3.33%
sweren,v%pt_2,-e,1,100.00%
sweren,v%pt_3,other,13,100.00%
sweren,v%pr_3,other,2,100.00%
sweren,v#adj%ppl,-e,1,20.00%
sweren,v#adj%ppl,other,2,40.00%
sweren,v#adj%ppl,-en,2,40.00%
sweren,v%imp,-e,2,100.00%
sweren,v%ppl_abs,-e,1,100.00%
sweren,v%pt_pl,-en,1,100.00%
teren,v%inf,-e,1,100.00%
teren,v%ppl_abs,other,2,100.00%
teren,v%ppl,other,2,100.00%
kissen,v%pt_pl,-te,1,100.00%
kissen,v%imp,other,4,80.00%
kissen,v%imp,-e,1,20.00%
kissen,v%inf,-e,13,92.86%
kissen,v%inf,-en,1,7.14%
kissen,v%pr_3,-eth,2,66.67%
kissen,v%pr_3,-te,1,33.33%
kissen,v%ppl,-t,2,100.00%
kissen,v%pt_3,-te,13,100.00%
kissen,v%pr_pl,-e,2,100.00%
kissen,v%pr_2,-e,1,100.00%
kissen,v%prp_abs,-e,1,100.00%
sufferen,v%ppl,-ed,6,100.00%
sufferen,v%pr_2,-t,4,100.00%
sufferen,v%pt_pl,-ede,1,50.00%
sufferen,v%pt_pl,-ed,1,50.00%
sufferen,v%inf,-e,10,71.43%
sufferen,v%inf,-en,4,28.57%
sufferen,v%pt_1,-ed,2,100.00%
sufferen,v%pr_1,-e,1,100.00%
sufferen,v%pr_pl,-e,2,100.00%
sufferen,v%imp,-e,3,50.00%
sufferen,v%imp,-eth,3,50.00%
sufferen,v%pr_3,-eth,3,100.00%
clepen,v%pr_1,-e,4,80.00%
clepen,v%pr_1,vowel,1,20.00%
clepen,v%inf,-e,2,40.00%
clepen,v%inf,-en,2,40.00%
clepen,v%inf,other,1,20.00%
clepen,v%ppl,-ed,22,95.65%
clepen,v%ppl,-d,1,4.35%
clepen,v%pr_pl,-en,4,44.44%
clepen,v%pr_pl,-e,4,44.44%
clepen,v%pr_pl,-eth,1,11.11%
clepen,v%ppl_abs,-t,2,40.00%
clepen,v%ppl_abs,-ed,3,60.00%
clepen,v%pr_3,-eth,9,90.00%
clepen,v%pr_3,-e,1,10.00%
clepen,v%pr_2,-e,1,100.00%
clepen,v%pt_pl,-ed,1,100.00%
loven,v%ppl,-ed,10,100.00%
loven,v%pr_pl,-en,9,69.23%
loven,v%pr_pl,-e,4,30.77%
loven,v%pt_3,-ede,10,30.30%
loven,v%pt_3,-ed,23,69.70%
loven,v%pr_3,-eth,29,93.55%
loven,v%pr_3,-e,2,6.45%
loven,v%inf,-en,6,21.43%
loven,v%inf,-e,22,78.57%
loven,v%pr_1,-e,21,100.00%
loven,v%pt_pl,-ede,1,33.33%
loven,v%pt_pl,-ed,2,66.67%
loven,v%pr_2,-t,5,100.00%
loven,v%pt_1,-ed,7,100.00%
loven,v%imp,-e,3,75.00%
loven,v%imp,-eth,1,25.00%
loven,v%prp_abs,-e,1,100.00%
hasten,v%imp,-eth,3,100.00%
hasten,v%inf,-te,3,75.00%
hasten,v%inf,-en,1,25.00%
hasten,v%pr_3,-eth,3,100.00%
hiden,v%inf,-de,18,90.00%
hiden,v%inf,-en,2,10.00%
hiden,v%pt_3,-de,2,100.00%
hiden,v%imp,-d,3,75.00%
hiden,v%imp,-de,1,25.00%
hiden,v%ppl,-ed,1,12.50%
hiden,v%ppl,-d,7,87.50%
hiden,v%pr_pl,-de,2,100.00%
hiden,v%pr_2_pron,other,1,100.00%
hiden,v%pr_3,-t,1,100.00%
hiden,v%pt_1,-de,1,100.00%
hiden,v%ppl_abs,-ed,1,100.00%
hiden,v#adj%ppl,-de,1,100.00%
abiden,v%inf,-de,40,95.24%
abiden,v%inf,-en,2,4.76%
abiden,v%pr_pl,-de,3,100.00%
abiden,v%ppl,-en,2,100.00%
abiden,v%imp,-d,2,50.00%
abiden,v%imp,-eth,1,25.00%
abiden,v%imp,-de,1,25.00%
abiden,v%pr_3,-eth,1,50.00%
abiden,v%pr_3,-t,1,50.00%
abiden,v%pt_3,-d,6,100.00%
abiden,v%prp_abs,other,2,100.00%
abiden,v%pr_2,-de,1,50.00%
abiden,v%pr_2,-t,1,50.00%
abiden,v%ppl_abs,-en,1,100.00%
understonden,v%inf,-de,16,100.00%
understonden,v%imp,-d,3,50.00%
understonden,v%imp,-eth,2,33.33%
understonden,v%imp,-de,1,16.67%
understonden,v%pt_3,-d,6,85.71%
understonden,v%pt_3,-de,1,14.29%
understonden,v%ppl,-de,9,100.00%
understonden,v%pr_1,-de,2,100.00%
understonden,v%pr_3,-eth,1,100.00%
helpen,v%pr_3,-e,27,39.13%
helpen,v%pr_3,-eth,18,26.09%
helpen,v%pr_3,other,24,34.78%
helpen,v%ppl,-en,8,100.00%
helpen,v%imp,other,25,86.21%
helpen,v%imp,-eth,3,10.34%
helpen,v%imp,-e,1,3.45%
helpen,v%inf,-e,6,54.55%
helpen,v%inf,-en,5,45.45%
helpen,v%pr_pl,-en,1,50.00%
helpen,v%pr_pl,-e,1,50.00%
helpen,v%pt_3,other,2,100.00%
helpen,v%pt_1,other,1,100.00%
helpen,v%pr_2,other,1,100.00%
greven,v%pr_3,-eth,3,42.86%
greven,v%pr_3,-e,4,57.14%
greven,v%pr_1,-e,2,100.00%
greven,v%inf,-e,9,90.00%
greven,v%inf,-en,1,10.00%
greven,v%pt_3,-ed,2,100.00%
greven,v%pr_pl,-e,3,100.00%
witen,v%pr_pl,-t,30,75.00%
witen,v%pr_pl,-te,4,10.00%
witen,v%pr_pl,-en,5,12.50%
witen,v%pr_pl,other,1,2.50%
witen,v%pt_3_neg,-te,21,95.45%
witen,v%pt_3_neg,-t,1,4.55%
witen,v%pr_2,-t,40,95.24%
witen,v%pr_2,other,2,4.76%
witen,v%pr_1,-t,64,98.46%
witen,v%pr_1,-te,1,1.54%
witen,v%pr_3,-t,99,99.00%
witen,v%pr_3,-e,1,1.00%
witen,v%pt_3,-te,49,100.00%
witen,v%pr_1_neg,-t,38,95.00%
witen,v%pr_1_neg,other,2,5.00%
witen,v%inf,-en,5,29.41%
witen,v%inf,-te,12,70.59%
witen,v%pt_pl,-te,4,80.00%
witen,v%pt_pl,-en,1,20.00%
witen,v%pt_1,-te,13,100.00%
witen,v%pr_2_pron,other,22,95.65%
witen,v%pr_2_pron,vowel,1,4.35%
witen,v%ppl,-t,17,100.00%
witen,v%pt_1_neg,-te,10,100.00%
witen,v%pt_pl_neg,-te,1,100.00%
witen,v%pt_2_pron,other,1,100.00%
witen,v%imp,-te,1,50.00%
witen,v%imp,-eth,1,50.00%
witen,v%pr_2_neg,-t,4,100.00%
witen,v%pr_3_neg,-t,4,100.00%
witen,v%pr_2_neg_pron,other,1,100.00%
desiren,v%pr_pl,-en,6,66.67%
desiren,v%pr_pl,-e,3,33.33%
desiren,v%ppl_abs,-ed,1,100.00%
desiren,v%inf,-en,4,36.36%
desiren,v%inf,-e,7,63.64%
desiren,v%pt_1,-ed,1,100.00%
desiren,v%pr_3,-ed,1,7.69%
desiren,v%pr_3,-eth,12,92.31%
desiren,v%pr_1,-e,8,100.00%
desiren,v%pt_3,-ed,2,100.00%
desiren,v%ppl,-ed,1,100.00%
desiren,v%pr_2,-t,2,100.00%
bleden,v%pt_3,-de,5,100.00%
bleden,v%inf,-ede,9,100.00%
bleden,v%pr_pl,-ede,1,100.00%
lesen,v%ppl,other,23,88.46%
lesen,v%ppl,-en,1,3.85%
lesen,v%ppl,-e,2,7.69%
lesen,v%pt_3,other,2,100.00%
lesen,v%inf,-e,15,88.24%
lesen,v%inf,-en,2,11.76%
lesen,v%imp,-eth,1,100.00%
lesen,v%pr_1,-e,1,100.00%
aspien,v%inf,-e,43,86.00%
aspien,v%inf,-en,7,14.00%
aspien,v%pt_pl,-de,2,100.00%
aspien,v%ppl,-ed,6,100.00%
aspien,v%pt_3,-ed,3,50.00%
aspien,v%pt_3,-de,3,50.00%
aspien,v%pr_3,-e,2,100.00%
aspien,v%ppl_abs,-ed,1,100.00%
aspien,v%pr_pl,-e,2,100.00%
aspien,v%pt_1,-ed,1,100.00%
lenen,v%imp,-e,4,100.00%
lenen,v%inf,-e,3,100.00%
lenen,v%pt_pl,-te,1,100.00%
lenen,v%pr_3,-e,1,100.00%
lenen,v%pt_3,-te,2,100.00%
lenen,v%ppl,-t,1,100.00%
dien,v%inf,-e,107,82.31%
dien,v%inf,-en,23,17.69%
dien,v%pt_3,-de,28,84.85%
dien,v%pt_3,-ede,2,6.06%
dien,v%pt_3,-ed,3,9.09%
dien,v%pr_3,-e,6,60.00%
dien,v%pr_3,-eth,3,30.00%
dien,v%pr_3,other,1,10.00%
dien,v%pr_1,-e,19,90.48%
dien,v%pr_1,other,1,4.76%
dien,v%pr_1,-de,1,4.76%
dien,v%ppl,-d,1,50.00%
dien,v%ppl,-ed,1,50.00%
dien,v%pr_pl,-e,4,100.00%
dien,v%pt_pl,-en,1,50.00%
dien,v%pt_pl,-de,1,50.00%
failen,v%inf,-e,19,90.48%
failen,v%inf,-en,2,9.52%
failen,v%pr_1,-e,2,100.00%
failen,v%pr_pl,-en,1,100.00%
failen,v%pr_2,-t,1,100.00%
failen,v%pr_3,-e,2,40.00%
failen,v%pr_3,-eth,3,60.00%
failen,v%pt_1,-ed,1,100.00%
failen,v%pt_3,-ed,1,100.00%
plighten,v%pr_1,-te,1,100.00%
plighten,v%imp,-t,1,100.00%
plighten,v%pt_3,-te,2,100.00%
plighten,v%pt_pl,-en,2,100.00%
plighten,v%ppl,-t,4,100.00%
deliveren,v%inf,-e,3,75.00%
deliveren,v%inf,-en,1,25.00%
deliveren,v%ppl,-ed,3,100.00%
deliveren,v%imp,-e,1,100.00%
deliveren,v%pr_pl,-en,1,100.00%
deliveren,v%pr_3,-eth,1,100.00%
embracen,v%pr_3,-eth,3,100.00%
embracen,v%inf,-e,8,100.00%
bidden,v%pt_3,-d,45,97.83%
bidden,v%pt_3,-de,1,2.17%
bidden,v%pr_3,-eth,1,25.00%
bidden,v%pr_3,-t,3,75.00%
bidden,v%pr_1,-de,2,100.00%
bidden,v%imp,-d,6,75.00%
bidden,v%imp,-de,1,12.50%
bidden,v%imp,-eth,1,12.50%
bidden,v%pt_1,-d,2,100.00%
bidden,v%inf,-de,5,83.33%
bidden,v%inf,-d,1,16.67%
bidden,v%pr_2,-t,1,100.00%
bidden,v%ppl,-ede,1,100.00%
hien,v%inf,-e,13,100.00%
hien,v%imp,other,1,33.33%
hien,v%imp,-e,2,66.67%
hien,v%pt_3,-ed,1,100.00%
hien,v%pr_3,-eth,1,100.00%
hien,v%pt_pl,-ed,1,100.00%
hien,v%pr_pl,-e,1,100.00%
igon,v%ppl,other,7,53.85%
igon,v%ppl,vowel,6,46.15%
igon,v%ppl_abs,other,1,100.00%
fasten,v%inf,-te,1,50.00%
fasten,v%inf,-en,1,50.00%
fasten,v%pr_1,-te,1,100.00%
fasten,v%pt_3,-te,1,50.00%
fasten,v%pt_3,-ed,1,50.00%
fasten,v%pr_3,-eth,1,100.00%
fasten,v%prp_abs,-e,1,100.00%
casten,v%inf,-te,12,70.59%
casten,v%inf,-en,5,29.41%
casten,v%pt_3,-te,39,97.50%
casten,v%pt_3,-eth,1,2.50%
casten,v%pt_pl,-te,6,66.67%
casten,v%pt_pl,-en,3,33.33%
casten,v%imp,-t,2,66.67%
casten,v%imp,-eth,1,33.33%
casten,v%ppl,-t,2,100.00%
casten,v%pr_3,-eth,2,100.00%
casten,v%pr_pl,-te,2,100.00%
casten,v%pr_1,-te,1,100.00%
casten,v%pt_1,-te,2,100.00%
casten,v%ppl_abs,-t,1,100.00%
rekeninge,ger%pl,other,4,100.00%
rekeninge,ger,-e,3,75.00%
rekeninge,ger,other,1,25.00%
dinen,v%inf,-e,6,100.00%
connen,v%pr_2_pron,other,6,100.00%
connen,v%pr_3,other,166,98.22%
connen,v%pr_3,-e,3,1.78%
connen,v%pr_2,-t,17,89.47%
connen,v%pr_2,-e,1,5.26%
connen,v%pr_2,other,1,5.26%
connen,v%pr_pl,-e,22,45.83%
connen,v%pr_pl,other,26,54.17%
connen,v%pr_1,other,128,96.97%
connen,v%pr_1,-e,2,1.52%
connen,v%pr_1,vowel,2,1.52%
connen,v%pt_pl,-de,14,100.00%
connen,v%pt_1,-de,22,88.00%
connen,v%pt_1,-e,3,12.00%
connen,v%pt_3,-de,115,92.74%
connen,v%pt_3,-e,4,3.23%
connen,v%pt_3,other,4,3.23%
connen,v%pt_3,-t,1,0.81%
connen,v%inf,-e,5,100.00%
connen,v%ppl,-d,1,100.00%
connen,v%pt_2,-t,1,100.00%
divinen,v%inf,-e,7,100.00%
divinen,v%pr_3,-eth,1,50.00%
divinen,v%pr_3,-e,1,50.00%
divinen,v%imp,-e,1,100.00%
saven,v%pr_3,-e,33,97.06%
saven,v%pr_3,other,1,2.94%
saven,v%ppl,-ed,6,100.00%
saven,v%inf,-e,23,92.00%
saven,v%inf,-en,2,8.00%
saven,v%pt_3,-ed,5,83.33%
saven,v%pt_3,-ede,1,16.67%
saven,v%imp,-eth,1,100.00%
saven,v%pt_2,-t,1,100.00%
thriven,v%inf,-e,16,100.00%
driven,v%inf,-e,16,100.00%
driven,v%pr_3,-eth,5,62.50%
driven,v%pr_3,-e,2,25.00%
driven,v%pr_3,other,1,12.50%
driven,v%ppl,-en,5,55.56%
driven,v%ppl,-e,4,44.44%
driven,v%pr_pl,-e,1,100.00%
driven,v%pt_3,other,5,100.00%
driven,v%ppl_abs,-en,1,100.00%
bisechen,v%pr_1,-e,21,100.00%
bisechen,v%inf,-e,12,100.00%
bisechen,v%pr_pl,-e,1,33.33%
bisechen,v%pr_pl,-en,2,66.67%
bisechen,v%prp_abs,-e,4,66.67%
bisechen,v%prp_abs,-ing,1,16.67%
bisechen,v%prp_abs,other,1,16.67%
bisechen,v%pt_pl,-te,3,75.00%
bisechen,v%pt_pl,-t,1,25.00%
bisechen,v%pt_3,-te,4,100.00%
bisechen,v%pt_2,-t,1,100.00%
governen,v%imp,-e,1,33.33%
governen,v%imp,-eth,2,66.67%
governen,v%ppl,-ed,2,100.00%
governen,v%pr_3,-eth,1,100.00%
governen,v%inf,-e,2,100.00%
governen,v%pt_1,-ed,1,100.00%
governen,v%pr_pl,-e,1,100.00%
governen,v%pt_3,-ed,1,100.00%
lakken,v%pr_3,-eth,5,83.33%
lakken,v%pr_3,-e,1,16.67%
lakken,v%pt_3,-ed,6,85.71%
lakken,v%pt_3,-ede,1,14.29%
lakken,v%inf,-e,1,33.33%
lakken,v%inf,-en,2,66.67%
ileien,v%ppl,-d,4,100.00%
speden,v%pt_pl,-de,3,75.00%
speden,v%pt_pl,-en,1,25.00%
speden,v%pr_3,-ede,9,100.00%
speden,v%pt_3,-de,17,100.00%
speden,v%ppl,-de,1,20.00%
speden,v%ppl,-ed,4,80.00%
speden,v%pt_1,-de,1,100.00%
speden,v%inf,-ede,7,100.00%
speden,v%imp,-ede,2,33.33%
speden,v%imp,-ed,3,50.00%
speden,v%imp,-e,1,16.67%
feden,v%pt_3,-de,5,100.00%
feden,v%pr_pl,-ede,1,100.00%
feden,v%inf,-ede,2,100.00%
sen,v%pr_1,-e,43,100.00%
sen,v%pt_3,other,95,100.00%
sen,v%inf,-e,201,75.85%
sen,v%inf,-en,64,24.15%
sen,v%ppl,-e,17,41.46%
sen,v%ppl,other,20,48.78%
sen,v%ppl,-en,4,9.76%
sen,v%pt_pl,other,4,40.00%
sen,v%pt_pl,-e,4,40.00%
sen,v%pt_pl,-en,2,20.00%
sen,v%pr_pl,-e,12,54.55%
sen,v%pr_pl,-en,10,45.45%
sen,v%pr_3,-eth,8,72.73%
sen,v%pr_3,-e,3,27.27%
sen,v%pt_1,other,49,100.00%
sen,v%imp,-e,19,100.00%
sen,v%pr_2,-t,5,71.43%
sen,v%pr_2,-e,2,28.57%
sen,v%pr_2_pron,other,2,100.00%
sen,v%pt_2,-e,1,100.00%
giden,v%pr_3,-de,3,60.00%
giden,v%pr_3,-eth,2,40.00%
giden,v%pr_2,-de,1,100.00%
giden,v%inf,-de,5,100.00%
giden,v%ppl,-ed,1,100.00%
neden,v%pr_3,-eth,52,98.11%
neden,v%pr_3,vowel,1,1.89%
neden,v%pt_3,-ed,5,62.50%
neden,v%pt_3,-ede,1,12.50%
neden,v%pt_3,vowel,2,25.00%
neden,v%inf,-ede,2,100.00%
shelden,v%pr_3,-de,6,85.71%
shelden,v%pr_3,other,1,14.29%
storen,v%inf,-e,1,100.00%
taken,v%imp,-e,13,19.12%
taken,v%imp,other,37,54.41%
taken,v%imp,-eth,14,20.59%
taken,v%imp,-ede,3,4.41%
taken,v%imp,-t,1,1.47%
taken,v%pt_3,other,63,98.44%
taken,v%pt_3,-e,1,1.56%
taken,v%pt_1,other,12,100.00%
taken,v%inf,-e,50,81.97%
taken,v%inf,-en,10,16.39%
taken,v%inf,vowel,1,1.64%
taken,v%ppl,-e,18,72.00%
taken,v%ppl,-en,7,28.00%
taken,v%pr_3,-eth,6,60.00%
taken,v%pr_3,-e,4,40.00%
taken,v%pr_pl,-en,1,25.00%
taken,v%pr_pl,-e,3,75.00%
taken,v%pr_1,-e,7,100.00%
taken,v%pr_2_pron,other,1,100.00%
taken,v%pt_pl,-e,1,50.00%
taken,v%pt_pl,other,1,50.00%
taken,v%pt_2,-e,1,100.00%
taken,v%pr_2,-e,1,100.00%
sparen,v%pr_pl,-e,2,100.00%
sparen,v%inf,-e,10,100.00%
sparen,v%ppl,-ed,1,100.00%
sparen,v%imp,-eth,3,100.00%
sparen,v%pr_1,-e,1,100.00%
sparen,v%pt_pl,-ed,1,100.00%
creauncen,v%inf,-e,1,100.00%
creauncen,v%pr_3,-eth,1,100.00%
creauncen,v%ppl,-ed,1,100.00%
plesen,v%inf,-e,23,82.14%
plesen,v%inf,-en,5,17.86%
plesen,v%ppl,-ed,4,100.00%
plesen,v%pt_3,-ed,1,100.00%
plesen,v%pr_pl,-en,1,100.00%
fetten,v%pt_3,-te,4,100.00%
fetten,v%ppl,-et,5,100.00%
fetten,v%inf,-te,1,100.00%
fetten,v%pt_2,-te,1,100.00%
fetten,v%pt_pl,-te,2,100.00%
dwellen,v%inf,-e,50,92.59%
dwellen,v%inf,-en,4,7.41%
dwellen,v%prp,-e,5,100.00%
dwellen,v%pr_3,-eth,6,100.00%
dwellen,v%pt_3,-ed,5,83.33%
dwellen,v%pt_3,-te,1,16.67%
dwellen,v%pr_pl,-e,8,88.89%
dwellen,v%pr_pl,-en,1,11.11%
dwellen,v%pt_pl,-en,3,75.00%
dwellen,v%pt_pl,-te,1,25.00%
dwellen,v%imp,-e,1,50.00%
dwellen,v%imp,-eth,1,50.00%
dwellen,v%ppl,-ed,1,100.00%
dwellen,v%pr_1,-e,1,100.00%
dwellen,v%pr_2,-e,1,100.00%
agon,v%ppl,other,17,48.57%
agon,v%ppl,vowel,18,51.43%
agon,v%ppl_abs,vowel,6,40.00%
agon,v%ppl_abs,other,9,60.00%
shaven,v%ppl_abs,-e,1,100.00%
shaven,v%inf,-e,1,100.00%
shaven,v%ppl,-e,2,100.00%
accorden,v%pt_3,-ed,2,100.00%
