Headword,Tag,Ending,Count,Percent
yer,n%pl,other,9,100.00%
yer,n%gen,other,1,100.00%
bi,prep,other,647,95.29%
bi,prep,-e,30,4.42%
bi,prep,vowel,2,0.29%
bi,adv,other,15,100.00%
bi,conj,other,1,100.00%
swich,gram_adj,other,187,86.18%
swich,gram_adj,-e,30,13.82%
swich,pron,-e,1,50.00%
swich,pron,other,1,50.00%
manere,n#adj,-e,29,43.28%
manere,n#adj,other,38,56.72%
manere,n,-e,69,95.83%
manere,n,other,3,4.17%
as,conj,other,1426,98.14%
as,conj,vowel,26,1.79%
as,conj,-d,1,0.07%
usen,v%pt_pl,-ed,2,66.67%
usen,v%pt_pl,-en,1,33.33%
usen,v%inf,-e,2,50.00%
usen,v%inf,-en,2,50.00%
usen,v%ppl,-ed,3,100.00%
usen,v%pr_pl,-en,2,100.00%
usen,v%pr_,-eth,2,100.00%
usen,v%pt_,-ed,3,100.00%
usen,v%prp_abs,-e,1,100.00%
seien,v%inf,other,115,42.28%
seien,v%inf,-e,155,56.99%
seien,v%inf,-en,2,0.74%
seien,v%pt_,-e,354,99.16%
seien,v%pt_,vowel,1,0.28%
seien,v%pt_,-t,2,0.56%
seien,v%pr_,-e,49,35.25%
seien,v%pr_,other,75,53.96%
seien,v%pr_,-t,15,10.79%
seien,v%pt_pl,-e,13,43.33%
seien,v%pt_pl,-en,16,53.33%
seien,v%pt_pl,vowel,1,3.33%
seien,v%ppl,-d,45,100.00%
seien,v%pr_pl,other,39,81.25%
seien,v%pr_pl,-e,8,16.67%
seien,v%pr_pl,-en,1,2.08%
seien,v%imp,other,18,94.74%
seien,v%imp,-eth,1,5.26%
seien,v%pr__pron,other,8,88.89%
seien,v%pr__pron,vowel,1,11.11%
seien,v%pt__pron,other,3,100.00%
reden,v%inf,-e,23,88.46%
reden,v%inf,-en,3,11.54%
reden,v%pr_pl,-e,8,88.89%
reden,v%pr_pl,-en,1,11.11%
reden,v%pr_,-t,2,8.70%
reden,v%pr_,-e,20,86.96%
reden,v%pr_,-eth,1,4.35%
reden,v%pt_pl,-en,1,100.00%
reden,v%imp,-e,1,16.67%
reden,v%imp,-eth,2,33.33%
reden,v%imp,-ed,3,50.00%
reden,v%ppl,-ed,5,62.50%
reden,v%ppl,-d,3,37.50%
reden,v%pt_,-e,3,100.00%
smal,adj,-e,33,71.74%
smal,adj,other,13,28.26%
child,n%pl,-en,25,100.00%
child,n,-d,33,89.19%
child,n,-e,4,10.81%
child,n%gen,other,1,100.00%
here,pron%pl_gen,-e,124,33.79%
here,pron%pl_gen,other,243,66.21%
here,n,-e,1,100.00%
here,n#adj,-e,1,100.00%
childhod,n,-e,1,100.00%
these,gram_adj%pl,-e,163,98.19%
these,gram_adj%pl,other,3,1.81%
these,pron%pl,-e,5,100.00%
widwe,n%gen,other,6,100.00%
widwe,n,-e,6,100.00%
widwe,n%pl,other,1,100.00%
sone,n,-e,34,100.00%
sone,adv,-e,65,100.00%
sone,n%pl,other,4,100.00%
sone,adv%comp,other,1,100.00%
clergeoun,n,other,1,100.00%
seven,num_adj,-en,7,53.85%
seven,num_adj,-e,6,46.15%
seven,num_n,-e,3,75.00%
seven,num_n,-en,1,25.00%
age,n,-e,33,100.00%
dai,n,other,295,100.00%
dai,n%gen,other,7,100.00%
dai,n%pl,other,19,100.00%
wone,n,-e,5,100.00%
crist,n#propn%gen,other,27,100.00%
crist,n#propn,-t,19,90.48%
crist,n#propn,-e,1,4.76%
crist,n#propn,other,1,4.76%
haven,v%pt_,-e,271,72.65%
haven,v%pt_,-d,97,26.01%
haven,v%pt_,-t,5,1.34%
haven,v%pr_,other,323,55.88%
haven,v%pr_,-e,202,34.95%
haven,v%pr_,-t,53,9.17%
haven,v%pr_pl,other,171,79.91%
haven,v%pr_pl,-e,42,19.63%
haven,v%pr_pl,-d,1,0.47%
haven,v%inf,-e,114,49.35%
haven,v%inf,other,117,50.65%
haven,v%imp,-e,39,100.00%
haven,v%ppl,-d,13,100.00%
haven,v%pr__neg,other,2,100.00%
haven,v%pt_pl,-en,7,15.91%
haven,v%pt_pl,-e,28,63.64%
haven,v%pt_pl,-d,9,20.45%
haven,v%pr__pron,other,24,96.00%
haven,v%pr__pron,vowel,1,4.00%
haven,v%pt__neg,other,1,100.00%
haven,v%pt__pron,other,1,100.00%
usage,n,-e,8,100.00%
usage,n%pl,other,1,100.00%
him,pron%obj,other,997,99.40%
him,pron%obj,-e,4,0.40%
him,pron%obj,-t,1,0.10%
him,pron%obj,-ed,1,0.10%
him,pron_adj,other,3,100.00%
techen,v%ppl,-t,7,100.00%
techen,v%pt_,-e,10,100.00%
techen,v%inf,-e,16,84.21%
techen,v%inf,-en,3,15.79%
techen,v%imp,-eth,2,66.67%
techen,v%imp,-e,1,33.33%
techen,v%pr_pl,-en,1,33.33%
techen,v%pr_pl,other,1,33.33%
techen,v%pr_pl,-e,1,33.33%
ave,interj,-e,1,100.00%
he,pron%nom,-e,2860,99.93%
he,pron%nom,other,2,0.07%
he,pron%indef,-e,10,100.00%
he,pron_adj,-e,10,100.00%
gon,v%pr_,other,59,65.56%
gon,v%pr_,vowel,29,32.22%
gon,v%pr_,-t,2,2.22%
gon,v%pr_pl,other,28,60.87%
gon,v%pr_pl,vowel,18,39.13%
gon,v%inf,other,70,41.67%
gon,v%inf,vowel,98,58.33%
gon,v%imp,vowel,31,77.50%
gon,v%imp,other,9,22.50%
gon,v%ppl_abs,other,3,100.00%
gon,v%ppl,other,29,85.29%
gon,v%ppl,vowel,4,11.76%
gon,v%ppl,-en,1,2.94%
gon,v%prp_abs,-e,1,100.00%
wei,n,-e,49,41.88%
wei,n,other,68,58.12%
wei,adv,other,7,100.00%
wei,n%pl,other,6,100.00%
thus,adv,other,396,99.75%
thus,adv,vowel,1,0.25%
this,gram_adj,other,1424,100.00%
this,pron,other,346,100.00%
this,pron%contr,other,2,100.00%
hire,pron%fem_gen,other,422,49.47%
hire,pron%fem_gen,-e,431,50.53%
hire,pron%fem_obj,-e,385,84.99%
hire,pron%fem_obj,other,68,15.01%
hire,n,-e,7,100.00%
hire,pron%fem_obj_indef,-e,1,100.00%
hire,pron%fem_obj_adj,-e,1,100.00%
itechen,v%ppl,-t,2,100.00%
itechen,v%ppl_abs,-t,1,100.00%
oure,pron%pl_gen,-e,236,94.78%
oure,pron%pl_gen,other,13,5.22%
blisful,adj,other,49,100.00%
ladie,n,other,166,100.00%
ladie,n%pl,other,15,100.00%
ladie,n%gen,other,6,100.00%
moder,n,other,25,100.00%
moder,n%gen,other,3,100.00%
dere,adj,-e,199,100.00%
dere,adv,-e,6,100.00%
nought,adv,-t,177,99.44%
nought,adv,other,1,0.56%
nought,pron,-t,58,100.00%
ai,adv,other,120,100.00%
ich,pron%nom,vowel,3092,96.66%
ich,pron%nom,-e,9,0.28%
ich,pron%nom,other,95,2.97%
ich,pron%nom,-t,3,0.09%
on,prep,other,400,99.50%
on,prep,-e,2,0.50%
on,pron,other,91,100.00%
on,adv,other,10,100.00%
on,num_adj,other,16,100.00%
matere,n,-e,60,100.00%
matere,n%gen,other,1,100.00%
matere,n%pl,other,1,100.00%
seinte,adj,-t,43,69.35%
seinte,adj,-e,19,30.65%
seinte,n%gen,other,4,100.00%
seinte,n%pl,other,2,100.00%
seinte,n,-t,2,100.00%
nicholas,n#propn,other,28,100.00%
min,pron%gen,other,1489,99.00%
min,pron%gen,-t,2,0.13%
min,pron%gen,-e,12,0.80%
min,pron%gen,vowel,1,0.07%
min,pron%gen_abs,other,3,75.00%
min,pron%gen_abs,-e,1,25.00%
presence,n,-e,11,100.00%
so,adv,vowel,1271,99.61%
so,adv,other,5,0.39%
yong,adj,other,15,29.41%
yong,adj,-e,36,70.59%
yong,adj%sup,-t,1,50.00%
yong,adj%sup,-e,1,50.00%
don,v%pt_,-e,38,88.37%
don,v%pt_,-d,4,9.30%
don,v%pt_,-t,1,2.33%
don,v%inf,vowel,86,41.55%
don,v%inf,-e,29,14.01%
don,v%inf,other,92,44.44%
don,v%pr_,other,67,68.37%
don,v%pr_,-t,4,4.08%
don,v%pr_,vowel,26,26.53%
don,v%pr_,-e,1,1.02%
don,v%ppl,vowel,19,21.84%
don,v%ppl,other,68,78.16%
don,v%pr_pl,vowel,16,34.78%
don,v%pr_pl,other,30,65.22%
don,v%imp,vowel,37,69.81%
don,v%imp,other,16,30.19%
don,adj,-e,2,100.00%
don,v%ppl_abs,other,3,75.00%
don,v%ppl_abs,vowel,1,25.00%
don,v%pr__pron,other,3,75.00%
don,v%pr__pron,-t,1,25.00%
don,v%pt_pl,-e,2,25.00%
don,v%pt_pl,-en,6,75.00%
reverence,n,-e,24,100.00%
bok,n,other,36,100.00%
bok,n%pl,other,26,100.00%
lernen,v%prp_abs,-e,1,100.00%
lernen,v%pr_,-e,1,100.00%
lernen,v%inf,-en,1,10.00%
lernen,v%inf,-e,9,90.00%
lernen,v%ppl,-ed,1,100.00%
lernen,v#adj%ppl,-ed,2,100.00%
lernen,v%pr_pl,-e,1,100.00%
lernen,v%imp,-eth,1,100.00%
primere,n,other,2,100.00%
alma,lat_adj,vowel,4,100.00%
redemptoris,lat_n,other,2,100.00%
heren,v%pt_,-e,50,98.04%
heren,v%pt_,-d,1,1.96%
heren,v%ppl,-d,50,98.04%
heren,v%ppl,-e,1,1.96%
heren,v%inf,-e,81,96.43%
heren,v%inf,-en,3,3.57%
heren,v%pt_pl,-e,5,71.43%
heren,v%pt_pl,-en,2,28.57%
heren,v%pr_,-t,1,14.29%
heren,v%pr_,-e,4,57.14%
heren,v%pr_,-eth,2,28.57%
heren,v%pr__pron,other,4,100.00%
heren,v%pr_pl,-en,1,50.00%
heren,v%pr_pl,-e,1,50.00%
singen,v%inf,-e,23,82.14%
singen,v%inf,-en,5,17.86%
singen,v%ppl,-e,8,100.00%
singen,v%pr_,-eth,5,83.33%
singen,v%pr_,-e,1,16.67%
singen,v%imp,-eth,2,100.00%
singen,v%ppl_abs,-e,1,100.00%
singen,v%pt_,other,17,94.44%
singen,v%pt_,-e,1,5.56%
singen,v%pt_pl,other,1,33.33%
singen,v%pt_pl,-en,1,33.33%
singen,v%pt_pl,-e,1,33.33%
singen,v%pr_pl,-en,2,50.00%
singen,v%pr_pl,-e,2,50.00%
singen,v%prp_abs,-e,1,100.00%
singen,v%pr__pron,other,1,100.00%
antiphonere,n,other,1,100.00%
durren,v%pt_,-e,32,100.00%
durren,v%pr_,other,41,93.18%
durren,v%pr_,-t,3,6.82%
durren,v%pr_pl,other,1,100.00%
durren,v%pt_pl,other,1,20.00%
durren,v%pt_pl,-e,4,80.00%
durren,v%inf,-e,1,100.00%
durren,v%pr__pron,other,1,100.00%
drauen,v%pt_,other,5,100.00%
drauen,v%inf,-e,9,81.82%
drauen,v%inf,-en,2,18.18%
drauen,v%imp,-eth,3,75.00%
drauen,v%imp,-e,1,25.00%
drauen,v%ppl,-e,7,100.00%
drauen,v%pr_pl,-en,2,100.00%
drauen,v%pr_,-e,1,100.00%
drauen,v%prp,-e,1,100.00%
nerre,adv%comp,other,1,100.00%
nerre,adj%comp,other,5,100.00%
note,n,-e,7,100.00%
note,n%pl,other,1,100.00%
note,n#propn,-e,1,100.00%
til,conj,other,139,98.58%
til,conj,-e,1,0.71%
til,conj,-t,1,0.71%
til,prep,other,10,100.00%
first,num_adj,-e,38,95.00%
first,num_adj,-t,2,5.00%
first,adv,-t,76,100.00%
first,num_n,-t,1,100.00%
vers,n,other,5,100.00%
al,adv,other,217,100.00%
al,gram_adj,other,614,71.56%
al,gram_adj,-e,244,28.44%
al,gram_adjas_n,other,193,91.90%
al,gram_adjas_n,-e,15,7.14%
al,gram_adjas_n,-t,1,0.48%
al,gram_adjas_n,-en,1,0.48%
al,conj,other,63,100.00%
rote,n,-e,13,100.00%
rote,n%pl,other,1,100.00%
witen,v%pt_,-e,48,100.00%
witen,v%pr__neg,-t,32,94.12%
witen,v%pr__neg,other,2,5.88%
witen,v%inf,-en,3,25.00%
witen,v%inf,-e,9,75.00%
witen,v%pr_pl,-en,5,16.13%
witen,v%pr_pl,-t,23,74.19%
witen,v%pr_pl,other,1,3.23%
witen,v%pr_pl,-e,2,6.45%
witen,v%pr_,-t,153,99.35%
witen,v%pr_,-e,1,0.65%
witen,v%pt_pl,-e,4,80.00%
witen,v%pt_pl,-en,1,20.00%
witen,v%pr__pron,other,19,95.00%
witen,v%pr__pron,vowel,1,5.00%
witen,v%pt__neg,-e,26,100.00%
witen,v%ppl,-t,14,100.00%
witen,v%pr__neg_pron,other,1,100.00%
witen,v%pt__pron,other,1,100.00%
witen,v%imp,-eth,1,50.00%
witen,v%imp,-e,1,50.00%
witen,v%pt_pl_neg,-e,1,100.00%
what,pron,-t,218,100.00%
what,gram_adj,-t,118,100.00%
what,interj,-t,36,100.00%
what,adv,-t,60,100.00%
latin,n,other,3,100.00%
tender,adj,-e,19,100.00%
felaue,n,-e,40,100.00%
felaue,n%pl,other,5,100.00%
ginnen,v%pt_,other,320,99.69%
ginnen,v%pt_,-e,1,0.31%
ginnen,v%pr_,-eth,4,66.67%
ginnen,v%pr_,-e,2,33.33%
ginnen,v%pt_pl,-en,7,22.58%
ginnen,v%pt_pl,other,4,12.90%
ginnen,v%pt_pl,-e,20,64.52%
ginnen,v%pr_pl,-e,1,33.33%
ginnen,v%pr_pl,-en,2,66.67%
ginnen,v%inf,-e,1,100.00%
preien,v%inf,-e,23,85.19%
preien,v%inf,other,3,11.11%
preien,v%inf,-en,1,3.70%
preien,v%pt_,-e,18,81.82%
preien,v%pt_,-ed,3,13.64%
preien,v%pt_,-t,1,4.55%
preien,v%pr_,-eth,2,2.41%
preien,v%pr_,other,43,51.81%
preien,v%pr_,-e,38,45.78%
preien,v%imp,other,2,33.33%
preien,v%imp,-eth,4,66.67%
preien,v%pr_pl,-e,4,57.14%
preien,v%pr_pl,other,1,14.29%
preien,v%pr_pl,-en,2,28.57%
preien,v%ppl,-ed,4,100.00%
preien,v%prp_abs,-e,1,100.00%
preien,v%pt_pl,-e,2,50.00%
preien,v%pt_pl,-en,2,50.00%
tellen,v%inf,-e,114,74.03%
tellen,v%inf,-en,37,24.03%
tellen,v%inf,other,3,1.95%
tellen,v%imp,other,31,45.59%
tellen,v%imp,-e,23,33.82%
tellen,v%imp,-eth,14,20.59%
tellen,v%ppl,-d,40,100.00%
tellen,v%pr_pl,-en,6,60.00%
tellen,v%pr_pl,-e,4,40.00%
tellen,v%pt_,-d,2,2.94%
tellen,v%pt_,-e,66,97.06%
tellen,v%pr_,-eth,4,15.38%
tellen,v%pr_,-e,21,80.77%
tellen,v%pr_,other,1,3.85%
tellen,v%pt_pl,-e,6,100.00%
tellen,v%ppl_abs,-d,1,100.00%
whi,adv,other,59,60.82%
whi,adv,vowel,38,39.18%
whi,interj,other,7,63.64%
whi,interj,vowel,4,36.36%
whi,pron,vowel,3,15.00%
whi,pron,other,17,85.00%
song,n,other,21,95.45%
song,n,-e,1,4.55%
song,n%pl,other,7,100.00%
declaren,v%inf,-e,4,80.00%
declaren,v%inf,-en,1,20.00%
declaren,v%pt_,-ed,1,100.00%
declaren,v%ppl,-ed,2,100.00%
declaren,v%pr_pl,-e,1,100.00%
often,adj,-en,4,100.00%
often,adv,-en,13,100.00%
kne,n%pl,other,18,100.00%
kne,n,-e,3,100.00%
bar,adj,-e,19,100.00%
olde,adj%comp,other,2,100.00%
olde,adj,-d,29,22.31%
olde,adj,-e,101,77.69%
olde,adj%sup,-e,1,100.00%
olde,n,-d,2,66.67%
olde,n,-e,1,33.33%
olde,n%sup,-e,1,100.00%
than,conj,other,152,96.82%
than,conj,-e,2,1.27%
than,conj,-en,3,1.91%
answeren,v%pt_,-e,51,98.08%
answeren,v%pt_,-ed,1,1.92%
answeren,v#adj%prp,-e,1,100.00%
answeren,v%ppl,-d,1,100.00%
answeren,v%inf,-e,3,100.00%
fre,adj,-e,36,100.00%
fre,adv,-e,4,100.00%
socour,n,other,3,100.00%
socour,n%pl,other,1,100.00%
whan,adv&conj,other,468,96.49%
whan,adv&conj,-en,12,2.47%
whan,adv&conj,-e,4,0.82%
whan,adv&conj,-t,1,0.21%
we,pron%pl_nom,-e,259,100.00%
dien,v%pr_pl,-e,3,100.00%
dien,v%pt_,-e,23,88.46%
dien,v%pt_,-ed,3,11.54%
dien,v%pr_,-e,19,79.17%
dien,v%pr_,other,2,8.33%
dien,v%pr_,-eth,3,12.50%
dien,v%inf,-e,71,81.61%
dien,v%inf,-en,16,18.39%
dien,v%pt_pl,-en,1,50.00%
dien,v%pt_pl,-e,1,50.00%
connen,v%pr_,other,201,92.20%
connen,v%pr_,-e,4,1.83%
connen,v%pr_,-t,12,5.50%
connen,v%pr_,vowel,1,0.46%
connen,v%pt_,-e,116,97.48%
connen,v%pt_,other,1,0.84%
connen,v%pt_,-t,2,1.68%
connen,v%pr_pl,-e,18,51.43%
connen,v%pr_pl,other,17,48.57%
connen,v%pt_pl,-e,12,100.00%
connen,v%inf,-e,4,100.00%
connen,v%ppl,-d,1,100.00%
connen,v%pr__pron,other,5,100.00%
but,conj,-t,924,99.46%
but,conj,other,2,0.22%
but,conj,vowel,2,0.22%
but,conj,-e,1,0.11%
gramere,n,-e,1,100.00%
innocent,n,-t,3,100.00%
innocent,n%pl,other,1,100.00%
nou,adv,other,537,99.63%
nou,adv,-t,1,0.19%
nou,adv,-e,1,0.19%
nou,n,other,11,100.00%
nou,conj,other,2,100.00%
willen,v%pr_,other,325,87.84%
willen,v%pr_,-t,29,7.84%
willen,v%pr_,-e,15,4.05%
willen,v%pr_,-eth,1,0.27%
willen,v%pt_,-e,233,96.28%
willen,v%pt_,-t,8,3.31%
willen,v%pt_,-d,1,0.41%
willen,v%pt__neg,-e,30,96.77%
willen,v%pt__neg,vowel,1,3.23%
willen,v%pr__neg,other,29,93.55%
willen,v%pr__neg,-t,2,6.45%
willen,v%pr_pl,other,76,91.57%
willen,v%pr_pl,-e,6,7.23%
willen,v%pr_pl,-en,1,1.20%
willen,v%pt_pl,-e,25,67.57%
willen,v%pt_pl,-en,12,32.43%
willen,v%pr__pron,other,12,100.00%
willen,v%pt_pl_neg,-en,1,25.00%
willen,v%pt_pl_neg,-e,3,75.00%
willen,v%pr__neg_pron,other,4,100.00%
willen,v%pt__pron,other,2,100.00%
willen,v%pr_pl_neg,other,3,100.00%
diligence,n,-e,14,100.00%
though,conj,other,188,100.00%
though,adv,other,1,100.00%
shulen,v%pr_,other,427,86.61%
shulen,v%pr_,-t,65,13.18%
shulen,v%pr_,vowel,1,0.20%
shulen,v%pt_,-e,161,96.41%
shulen,v%pt_,vowel,1,0.60%
shulen,v%pt_,-t,5,2.99%
shulen,v%pr_pl,other,108,94.74%
shulen,v%pr_pl,-en,4,3.51%
shulen,v%pr_pl,-e,2,1.75%
shulen,v%pt_pl,-en,14,29.17%
shulen,v%pt_pl,-e,34,70.83%
shulen,v%pt__pron,vowel,1,33.33%
shulen,v%pt__pron,other,2,66.67%
shulen,v%pr__pron,vowel,5,29.41%
shulen,v%pr__pron,other,12,70.59%
shenden,v%ppl,-t,4,100.00%
shenden,v%pr_,-e,3,100.00%
shenden,v%pt_,-e,1,100.00%
shenden,v%inf,-e,5,100.00%
beten,v%ppl,-en,4,36.36%
beten,v%ppl,-e,7,63.64%
beten,v%inf,-e,7,100.00%
beten,v%pr_,-e,1,50.00%
beten,v%pr_,-eth,1,50.00%
beten,v%pt_pl,-en,1,33.33%
beten,v%pt_pl,-e,2,66.67%
beten,v%imp,-t,1,100.00%
beten,v#adj%ppl,-e,1,100.00%
houre,n,-e,10,83.33%
houre,n,other,2,16.67%
houre,n%pl,other,7,100.00%
hom-ward,adv,-d,13,100.00%
privelie,adv,other,43,100.00%
from,prep,vowel,182,81.98%
from,prep,other,39,17.57%
from,prep,-e,1,0.45%
from,adv,vowel,23,100.00%
thanne,adv,-e,153,72.51%
thanne,adv,other,58,27.49%
boldeliche,adv,other,12,100.00%
word,n,-d,132,100.00%
word,n%pl,other,76,100.00%
according,prp_abs,-e,1,100.00%
with,prep,other,854,99.88%
with,prep,-e,1,0.12%
o,prep,vowel,17,100.00%
o,interj,vowel,243,100.00%
o,num_adj,vowel,80,100.00%
passen,v%pt_,-ed,5,62.50%
passen,v%pt_,-e,3,37.50%
passen,v%inf,-e,28,90.32%
passen,v%inf,-en,3,9.68%
passen,v%ppl,-ed,11,100.00%
passen,v%pr_,-e,6,46.15%
passen,v%pr_,-eth,7,53.85%
passen,v%pr_pl,-e,1,50.00%
passen,v%pr_pl,-en,1,50.00%
passen,v%prp_abs,-e,1,100.00%
throte,n,-e,10,100.00%
throte,n%pl,other,1,100.00%
setten,v%ppl,-t,15,100.00%
setten,v%pt_,-e,33,97.06%
setten,v%pt_,-t,1,2.94%
setten,v%pr_,-e,4,100.00%
setten,v%pt_pl,-e,3,60.00%
setten,v%pt_pl,-en,2,40.00%
setten,v%imp,-e,2,100.00%
setten,v#adj%ppl,-t,1,100.00%
setten,v%inf,-e,3,100.00%
setten,v%ppl_abs,-t,4,100.00%
setten,v%pr_pl,-e,2,100.00%
entente,n,-e,77,97.47%
entente,n,-t,2,2.53%
entente,n%pl,other,1,100.00%
comen,v%pt_,other,79,92.94%
comen,v%pt_,-e,6,7.06%
comen,v%pt_pl,-en,1,16.67%
comen,v%pt_pl,other,3,50.00%
comen,v%pt_pl,-e,2,33.33%
comen,v%pr_,-eth,16,34.04%
